billId,assessmentId,propertyId,countyId,taxYear,amountDue,dueDate,paidDate,status
TAX-007579,ASM-007579,PROP-02527,CTY-037,2024,3730,2024-11-01,2024-10-09,paid
TAX-007580,ASM-007580,PROP-02527,CTY-037,2025,3997,2025-11-01,2025-09-24,paid
TAX-007581,ASM-007581,PROP-02527,CTY-037,2026,4207,2026-11-01,,outstanding
TAX-007582,ASM-007582,PROP-02528,CTY-037,2024,4741,2024-11-01,2024-10-19,paid
TAX-007583,ASM-007583,PROP-02528,CTY-037,2025,5018,2025-11-01,2025-09-22,paid
TAX-007584,ASM-007584,PROP-02528,CTY-037,2026,5394,2026-11-01,,outstanding
TAX-007585,ASM-007585,PROP-02529,CTY-037,2024,4631,2024-11-01,2024-10-09,paid
TAX-007586,ASM-007586,PROP-02529,CTY-037,2025,4986,2025-11-01,2025-10-25,paid
TAX-007587,ASM-007587,PROP-02529,CTY-037,2026,5250,2026-11-01,,outstanding
TAX-007588,ASM-007588,PROP-02530,CTY-037,2024,4032,2024-11-01,2024-11-01,paid
TAX-007589,ASM-007589,PROP-02530,CTY-037,2025,4329,2025-11-01,2025-10-29,paid
TAX-007590,ASM-007590,PROP-02530,CTY-037,2026,4522,2026-11-01,,outstanding
TAX-007591,ASM-007591,PROP-02531,CTY-037,2024,3834,2024-11-01,2024-10-19,paid
TAX-007592,ASM-007592,PROP-02531,CTY-037,2025,4135,2025-11-01,2025-09-28,paid
TAX-007593,ASM-007593,PROP-02531,CTY-037,2026,4425,2026-11-01,,outstanding
TAX-007594,ASM-007594,PROP-02532,CTY-037,2024,4009,2024-11-01,2024-09-27,paid
TAX-007595,ASM-007595,PROP-02532,CTY-037,2025,4322,2025-11-01,2025-10-12,paid
TAX-007596,ASM-007596,PROP-02532,CTY-037,2026,4490,2026-11-01,,outstanding
TAX-007597,ASM-007597,PROP-02533,CTY-037,2024,4407,2024-11-01,2024-11-01,paid
TAX-007598,ASM-007598,PROP-02533,CTY-037,2025,4753,2025-11-01,2025-10-27,paid
TAX-007599,ASM-007599,PROP-02533,CTY-037,2026,4991,2026-11-01,,outstanding
TAX-007600,ASM-007600,PROP-02534,CTY-037,2024,4745,2024-11-01,2024-10-25,paid
TAX-007601,ASM-007601,PROP-02534,CTY-037,2025,4943,2025-11-01,2025-10-13,paid
TAX-007602,ASM-007602,PROP-02534,CTY-037,2026,5201,2026-11-01,,outstanding
TAX-007603,ASM-007603,PROP-02535,CTY-037,2024,4983,2024-11-01,2024-10-05,paid
TAX-007604,ASM-007604,PROP-02535,CTY-037,2025,5342,2025-11-01,2025-10-19,paid
TAX-007605,ASM-007605,PROP-02535,CTY-037,2026,5740,2026-11-01,,outstanding
TAX-007606,ASM-007606,PROP-02536,CTY-037,2024,3407,2024-11-01,2024-10-10,paid
TAX-007607,ASM-007607,PROP-02536,CTY-037,2025,3525,2025-11-01,2025-09-27,paid
TAX-007608,ASM-007608,PROP-02536,CTY-037,2026,3641,2026-11-01,,outstanding
TAX-007609,ASM-007609,PROP-02537,CTY-037,2024,4399,2024-11-01,2024-09-28,paid
TAX-007610,ASM-007610,PROP-02537,CTY-037,2025,4748,2025-11-01,2025-10-23,paid
TAX-007611,ASM-007611,PROP-02537,CTY-037,2026,5041,2026-11-01,,outstanding
TAX-007612,ASM-007612,PROP-02538,CTY-041,2024,6614,2024-11-01,2024-10-10,paid
TAX-007613,ASM-007613,PROP-02538,CTY-041,2025,7092,2025-11-01,2025-10-03,paid
TAX-007614,ASM-007614,PROP-02538,CTY-041,2026,7746,2026-11-01,,outstanding
TAX-007615,ASM-007615,PROP-02539,CTY-041,2024,6051,2024-11-01,2024-10-06,paid
TAX-007616,ASM-007616,PROP-02539,CTY-041,2025,6355,2025-11-01,2025-10-24,paid
TAX-007617,ASM-007617,PROP-02539,CTY-041,2026,6841,2026-11-01,,outstanding
TAX-007618,ASM-007618,PROP-02540,CTY-041,2024,5986,2024-11-01,2024-10-18,paid
TAX-007619,ASM-007619,PROP-02540,CTY-041,2025,6496,2025-11-01,2025-10-30,paid
TAX-007620,ASM-007620,PROP-02540,CTY-041,2026,7092,2026-11-01,,outstanding
TAX-007621,ASM-007621,PROP-02541,CTY-041,2024,6729,2024-11-01,2024-11-01,paid
TAX-007622,ASM-007622,PROP-02541,CTY-041,2025,7399,2025-11-01,2025-10-20,paid
TAX-007623,ASM-007623,PROP-02541,CTY-041,2026,8119,2026-11-01,,outstanding
TAX-007624,ASM-007624,PROP-02542,CTY-041,2024,5547,2024-11-01,2024-10-18,paid
TAX-007625,ASM-007625,PROP-02542,CTY-041,2025,6041,2025-11-01,2025-10-28,paid
TAX-007626,ASM-007626,PROP-02542,CTY-041,2026,6434,2026-11-01,,outstanding
TAX-007627,ASM-007627,PROP-02543,CTY-041,2024,5525,2024-11-01,2024-10-12,paid
TAX-007628,ASM-007628,PROP-02543,CTY-041,2025,5946,2025-11-01,2025-10-26,paid
TAX-007629,ASM-007629,PROP-02543,CTY-041,2026,6354,2026-11-01,,outstanding
TAX-007630,ASM-007630,PROP-02544,CTY-041,2024,6519,2024-11-01,2024-10-01,paid
TAX-007631,ASM-007631,PROP-02544,CTY-041,2025,6849,2025-11-01,2025-09-25,paid
TAX-007632,ASM-007632,PROP-02544,CTY-041,2026,7161,2026-11-01,,outstanding
TAX-007633,ASM-007633,PROP-02545,CTY-041,2024,6933,2024-11-01,2024-09-23,paid
TAX-007634,ASM-007634,PROP-02545,CTY-041,2025,7444,2025-11-01,2025-10-30,paid
TAX-007635,ASM-007635,PROP-02545,CTY-041,2026,7745,2026-11-01,,outstanding
TAX-007636,ASM-007636,PROP-02546,CTY-041,2024,5018,2024-11-01,2024-10-27,paid
TAX-007637,ASM-007637,PROP-02546,CTY-041,2025,5331,2025-11-01,2025-09-23,paid
TAX-007638,ASM-007638,PROP-02546,CTY-041,2026,5860,2026-11-01,,outstanding
TAX-007639,ASM-007639,PROP-02547,CTY-041,2024,7003,2024-11-01,2024-09-25,paid
TAX-007640,ASM-007640,PROP-02547,CTY-041,2025,7440,2025-11-01,2025-10-20,paid
TAX-007641,ASM-007641,PROP-02547,CTY-041,2026,7923,2026-11-01,,outstanding
TAX-007642,ASM-007642,PROP-02548,CTY-041,2024,5018,2024-11-01,2024-09-26,paid
TAX-007643,ASM-007643,PROP-02548,CTY-041,2025,5459,2025-11-01,2025-09-24,paid
TAX-007644,ASM-007644,PROP-02548,CTY-041,2026,5883,2026-11-01,,outstanding
TAX-007645,ASM-007645,PROP-02549,CTY-041,2024,5576,2024-11-01,2024-10-03,paid
TAX-007646,ASM-007646,PROP-02549,CTY-041,2025,6125,2025-11-01,2025-10-05,paid
TAX-007647,ASM-007647,PROP-02549,CTY-041,2026,6618,2026-11-01,,outstanding
TAX-007648,ASM-007648,PROP-02550,CTY-041,2024,5309,2024-11-01,2024-10-01,paid
TAX-007649,ASM-007649,PROP-02550,CTY-041,2025,5787,2025-11-01,2025-10-17,paid
TAX-007650,ASM-007650,PROP-02550,CTY-041,2026,6279,2026-11-01,,outstanding
TAX-007651,ASM-007651,PROP-02551,CTY-041,2024,5576,2024-11-01,2024-09-27,paid
TAX-007652,ASM-007652,PROP-02551,CTY-041,2025,5998,2025-11-01,2025-10-24,paid
TAX-007653,ASM-007653,PROP-02551,CTY-041,2026,6515,2026-11-01,,outstanding
TAX-007654,ASM-007654,PROP-02552,CTY-041,2024,5628,2024-11-01,2024-09-25,paid
TAX-007655,ASM-007655,PROP-02552,CTY-041,2025,6031,2025-11-01,2025-10-24,paid
TAX-007656,ASM-007656,PROP-02552,CTY-041,2026,6506,2026-11-01,,outstanding
TAX-007657,ASM-007657,PROP-02553,CTY-041,2024,7279,2024-11-01,2024-10-11,paid
TAX-007658,ASM-007658,PROP-02553,CTY-041,2025,7889,2025-11-01,2025-09-24,paid
TAX-007659,ASM-007659,PROP-02553,CTY-041,2026,8444,2026-11-01,,outstanding
TAX-007660,ASM-007660,PROP-02554,CTY-041,2024,6380,2024-11-01,2024-10-30,paid
TAX-007661,ASM-007661,PROP-02554,CTY-041,2025,6928,2025-11-01,2025-10-03,paid
TAX-007662,ASM-007662,PROP-02554,CTY-041,2026,7340,2026-11-01,,outstanding
TAX-007663,ASM-007663,PROP-02555,CTY-041,2024,5794,2024-11-01,2024-11-01,paid
TAX-007664,ASM-007664,PROP-02555,CTY-041,2025,6133,2025-11-01,2025-10-10,paid
TAX-007665,ASM-007665,PROP-02555,CTY-041,2026,6526,2026-11-01,,outstanding
TAX-007666,ASM-007666,PROP-02556,CTY-041,2024,5626,2024-11-01,2024-10-23,paid
TAX-007667,ASM-007667,PROP-02556,CTY-041,2025,5885,2025-11-01,2025-10-28,paid
TAX-007668,ASM-007668,PROP-02556,CTY-041,2026,6196,2026-11-01,,outstanding
TAX-007669,ASM-007669,PROP-02557,CTY-041,2024,6088,2024-11-01,2024-10-17,paid
TAX-007670,ASM-007670,PROP-02557,CTY-041,2025,6686,2025-11-01,2025-10-13,paid
TAX-007671,ASM-007671,PROP-02557,CTY-041,2026,7045,2026-11-01,,outstanding
TAX-007672,ASM-007672,PROP-02558,CTY-041,2024,6091,2024-11-01,2024-10-11,paid
TAX-007673,ASM-007673,PROP-02558,CTY-041,2025,6582,2025-11-01,2025-10-25,paid
TAX-007674,ASM-007674,PROP-02558,CTY-041,2026,6894,2026-11-01,,outstanding
TAX-007675,ASM-007675,PROP-02559,CTY-041,2024,5620,2024-11-01,2024-10-09,paid
TAX-007676,ASM-007676,PROP-02559,CTY-041,2025,5962,2025-11-01,2025-11-01,paid
TAX-007677,ASM-007677,PROP-02559,CTY-041,2026,6083,2026-11-01,,outstanding
TAX-007678,ASM-007678,PROP-02560,CTY-041,2024,5703,2024-11-01,2024-09-30,paid
TAX-007679,ASM-007679,PROP-02560,CTY-041,2025,5934,2025-11-01,2025-10-11,paid
TAX-007680,ASM-007680,PROP-02560,CTY-041,2026,6461,2026-11-01,,outstanding
TAX-007681,ASM-007681,PROP-02561,CTY-041,2024,6157,2024-11-01,2024-09-30,paid
TAX-007682,ASM-007682,PROP-02561,CTY-041,2025,6653,2025-11-01,2025-10-20,paid
TAX-007683,ASM-007683,PROP-02561,CTY-041,2026,6995,2026-11-01,,outstanding
TAX-007684,ASM-007684,PROP-02562,CTY-041,2024,6454,2024-11-01,2024-10-19,paid
TAX-007685,ASM-007685,PROP-02562,CTY-041,2025,6955,2025-11-01,2025-10-16,paid
TAX-007686,ASM-007686,PROP-02562,CTY-041,2026,7503,2026-11-01,,outstanding
TAX-007687,ASM-007687,PROP-02563,CTY-041,2024,6188,2024-11-01,2024-10-06,paid
TAX-007688,ASM-007688,PROP-02563,CTY-041,2025,6469,2025-11-01,2025-10-10,paid
TAX-007689,ASM-007689,PROP-02563,CTY-041,2026,6804,2026-11-01,,outstanding
TAX-007690,ASM-007690,PROP-02564,CTY-041,2024,6255,2024-11-01,2024-10-01,paid
TAX-007691,ASM-007691,PROP-02564,CTY-041,2025,6630,2025-11-01,2025-10-30,paid
TAX-007692,ASM-007692,PROP-02564,CTY-041,2026,6987,2026-11-01,,outstanding
TAX-007693,ASM-007693,PROP-02565,CTY-041,2024,6663,2024-11-01,2024-10-03,paid
TAX-007694,ASM-007694,PROP-02565,CTY-041,2025,7059,2025-11-01,2025-10-09,paid
TAX-007695,ASM-007695,PROP-02565,CTY-041,2026,7753,2026-11-01,,outstanding
TAX-007696,ASM-007696,PROP-02566,CTY-041,2024,5186,2024-11-01,2024-10-03,paid
TAX-007697,ASM-007697,PROP-02566,CTY-041,2025,5621,2025-11-01,2025-10-07,paid
TAX-007698,ASM-007698,PROP-02566,CTY-041,2026,5852,2026-11-01,,outstanding
TAX-007699,ASM-007699,PROP-02567,CTY-041,2024,5518,2024-11-01,2024-09-25,paid
TAX-007700,ASM-007700,PROP-02567,CTY-041,2025,5793,2025-11-01,2025-09-22,paid
TAX-007701,ASM-007701,PROP-02567,CTY-041,2026,6122,2026-11-01,,outstanding
TAX-007702,ASM-007702,PROP-02568,CTY-041,2024,5022,2024-11-01,2024-10-02,paid
TAX-007703,ASM-007703,PROP-02568,CTY-041,2025,5330,2025-11-01,2025-10-16,paid
TAX-007704,ASM-007704,PROP-02568,CTY-041,2026,5642,2026-11-01,,outstanding
TAX-007705,ASM-007705,PROP-02569,CTY-041,2024,6369,2024-11-01,2024-10-18,paid
TAX-007706,ASM-007706,PROP-02569,CTY-041,2025,6792,2025-11-01,2025-09-30,paid
TAX-007707,ASM-007707,PROP-02569,CTY-041,2026,7284,2026-11-01,,outstanding
TAX-007708,ASM-007708,PROP-02570,CTY-041,2024,5954,2024-11-01,2024-10-10,paid
TAX-007709,ASM-007709,PROP-02570,CTY-041,2025,6335,2025-11-01,2025-10-25,paid
TAX-007710,ASM-007710,PROP-02570,CTY-041,2026,6675,2026-11-01,,outstanding
TAX-007711,ASM-007711,PROP-02571,CTY-041,2024,5798,2024-11-01,2024-09-27,paid
TAX-007712,ASM-007712,PROP-02571,CTY-041,2025,6266,2025-11-01,2025-10-31,paid
TAX-007713,ASM-007713,PROP-02571,CTY-041,2026,6607,2026-11-01,,outstanding
TAX-007714,ASM-007714,PROP-02572,CTY-041,2024,5979,2024-11-01,2024-10-25,paid
TAX-007715,ASM-007715,PROP-02572,CTY-041,2025,6484,2025-11-01,2025-10-22,paid
TAX-007716,ASM-007716,PROP-02572,CTY-041,2026,6991,2026-11-01,,outstanding
TAX-007717,ASM-007717,PROP-02573,CTY-041,2024,6141,2024-11-01,2024-09-23,paid
TAX-007718,ASM-007718,PROP-02573,CTY-041,2025,6467,2025-11-01,2025-10-09,paid
TAX-007719,ASM-007719,PROP-02573,CTY-041,2026,6765,2026-11-01,,outstanding
TAX-007720,ASM-007720,PROP-02574,CTY-041,2024,6460,2024-11-01,2024-10-01,paid
TAX-007721,ASM-007721,PROP-02574,CTY-041,2025,6955,2025-11-01,2025-10-26,paid
TAX-007722,ASM-007722,PROP-02574,CTY-041,2026,7369,2026-11-01,,outstanding
TAX-007723,ASM-007723,PROP-02575,CTY-041,2024,5607,2024-11-01,2024-10-22,paid
TAX-007724,ASM-007724,PROP-02575,CTY-041,2025,5856,2025-11-01,2025-10-28,paid
TAX-007725,ASM-007725,PROP-02575,CTY-041,2026,6429,2026-11-01,,outstanding
TAX-007726,ASM-007726,PROP-02576,CTY-041,2024,5351,2024-11-01,2024-10-12,paid
TAX-007727,ASM-007727,PROP-02576,CTY-041,2025,5628,2025-11-01,2025-10-04,paid
TAX-007728,ASM-007728,PROP-02576,CTY-041,2026,6172,2026-11-01,,outstanding
TAX-007729,ASM-007729,PROP-02577,CTY-041,2024,5741,2024-11-01,2024-09-23,paid
TAX-007730,ASM-007730,PROP-02577,CTY-041,2025,6152,2025-11-01,2025-10-28,paid
TAX-007731,ASM-007731,PROP-02577,CTY-041,2026,6590,2026-11-01,,outstanding
TAX-007732,ASM-007732,PROP-02578,CTY-041,2024,6000,2024-11-01,2024-10-02,paid
TAX-007733,ASM-007733,PROP-02578,CTY-041,2025,6371,2025-11-01,2025-10-09,paid
TAX-007734,ASM-007734,PROP-02578,CTY-041,2026,6990,2026-11-01,,outstanding
TAX-007735,ASM-007735,PROP-02579,CTY-041,2024,5388,2024-11-01,2024-10-14,paid
TAX-007736,ASM-007736,PROP-02579,CTY-041,2025,5781,2025-11-01,2025-09-23,paid
TAX-007737,ASM-007737,PROP-02579,CTY-041,2026,6326,2026-11-01,,outstanding
TAX-007738,ASM-007738,PROP-02580,CTY-039,2024,3601,2024-11-01,2024-11-01,paid
TAX-007739,ASM-007739,PROP-02580,CTY-039,2025,3747,2025-11-01,2025-09-23,paid
TAX-007740,ASM-007740,PROP-02580,CTY-039,2026,4023,2026-11-01,,outstanding
TAX-007741,ASM-007741,PROP-02581,CTY-039,2024,3998,2024-11-01,2024-09-30,paid
TAX-007742,ASM-007742,PROP-02581,CTY-039,2025,4272,2025-11-01,2025-10-21,paid
TAX-007743,ASM-007743,PROP-02581,CTY-039,2026,4483,2026-11-01,,outstanding
TAX-007744,ASM-007744,PROP-02582,CTY-039,2024,5976,2024-11-01,2024-10-07,paid
TAX-007745,ASM-007745,PROP-02582,CTY-039,2025,6234,2025-11-01,2025-09-22,paid
TAX-007746,ASM-007746,PROP-02582,CTY-039,2026,6498,2026-11-01,,outstanding
TAX-007747,ASM-007747,PROP-02583,CTY-039,2024,4040,2024-11-01,2024-09-29,paid
TAX-007748,ASM-007748,PROP-02583,CTY-039,2025,4295,2025-11-01,2025-10-04,paid
TAX-007749,ASM-007749,PROP-02583,CTY-039,2026,4521,2026-11-01,,outstanding
TAX-007750,ASM-007750,PROP-02584,CTY-039,2024,4366,2024-11-01,2024-11-01,paid
TAX-007751,ASM-007751,PROP-02584,CTY-039,2025,4572,2025-11-01,2025-10-23,paid
TAX-007752,ASM-007752,PROP-02584,CTY-039,2026,4879,2026-11-01,,outstanding
TAX-007753,ASM-007753,PROP-02585,CTY-039,2024,4026,2024-11-01,2024-10-21,paid
TAX-007754,ASM-007754,PROP-02585,CTY-039,2025,4240,2025-11-01,2025-10-19,paid
TAX-007755,ASM-007755,PROP-02585,CTY-039,2026,4449,2026-11-01,,outstanding
TAX-007756,ASM-007756,PROP-02586,CTY-039,2024,4641,2024-11-01,2024-10-13,paid
TAX-007757,ASM-007757,PROP-02586,CTY-039,2025,4921,2025-11-01,2025-10-21,paid
TAX-007758,ASM-007758,PROP-02586,CTY-039,2026,5095,2026-11-01,,outstanding
TAX-007759,ASM-007759,PROP-02587,CTY-039,2024,4807,2024-11-01,2024-10-05,paid
TAX-007760,ASM-007760,PROP-02587,CTY-039,2025,5112,2025-11-01,2025-10-31,paid
TAX-007761,ASM-007761,PROP-02587,CTY-039,2026,5311,2026-11-01,,outstanding
TAX-007762,ASM-007762,PROP-02588,CTY-039,2024,4534,2024-11-01,2024-10-12,paid
TAX-007763,ASM-007763,PROP-02588,CTY-039,2025,4885,2025-11-01,2025-10-15,paid
TAX-007764,ASM-007764,PROP-02588,CTY-039,2026,5097,2026-11-01,,outstanding
TAX-007765,ASM-007765,PROP-02589,CTY-039,2024,6202,2024-11-01,2024-10-20,paid
TAX-007766,ASM-007766,PROP-02589,CTY-039,2025,6435,2025-11-01,2025-10-02,paid
TAX-007767,ASM-007767,PROP-02589,CTY-039,2026,6869,2026-11-01,,outstanding
TAX-007768,ASM-007768,PROP-02590,CTY-039,2024,4983,2024-11-01,2024-10-01,paid
TAX-007769,ASM-007769,PROP-02590,CTY-039,2025,5326,2025-11-01,2025-10-12,paid
TAX-007770,ASM-007770,PROP-02590,CTY-039,2026,5510,2026-11-01,,outstanding
TAX-007771,ASM-007771,PROP-02591,CTY-039,2024,4612,2024-11-01,2024-10-02,paid
TAX-007772,ASM-007772,PROP-02591,CTY-039,2025,4815,2025-11-01,2025-09-28,paid
TAX-007773,ASM-007773,PROP-02591,CTY-039,2026,4998,2026-11-01,,outstanding
TAX-007774,ASM-007774,PROP-02592,CTY-039,2024,4711,2024-11-01,2024-10-04,paid
TAX-007775,ASM-007775,PROP-02592,CTY-039,2025,4915,2025-11-01,2025-10-24,paid
TAX-007776,ASM-007776,PROP-02592,CTY-039,2026,5266,2026-11-01,,outstanding
TAX-007777,ASM-007777,PROP-02593,CTY-039,2024,4832,2024-11-01,2024-10-11,paid
TAX-007778,ASM-007778,PROP-02593,CTY-039,2025,5152,2025-11-01,2025-09-25,paid
TAX-007779,ASM-007779,PROP-02593,CTY-039,2026,5467,2026-11-01,,outstanding
TAX-007780,ASM-007780,PROP-02594,CTY-039,2024,6048,2024-11-01,2024-09-22,paid
TAX-007781,ASM-007781,PROP-02594,CTY-039,2025,6380,2025-11-01,2025-10-15,paid
TAX-007782,ASM-007782,PROP-02594,CTY-039,2026,6716,2026-11-01,,outstanding
TAX-007783,ASM-007783,PROP-02595,CTY-039,2024,4082,2024-11-01,2024-10-05,paid
TAX-007784,ASM-007784,PROP-02595,CTY-039,2025,4337,2025-11-01,2025-10-05,paid
TAX-007785,ASM-007785,PROP-02595,CTY-039,2026,4634,2026-11-01,,outstanding
TAX-007786,ASM-007786,PROP-02596,CTY-039,2024,6601,2024-11-01,2024-10-27,paid
TAX-007787,ASM-007787,PROP-02596,CTY-039,2025,7063,2025-11-01,2025-09-25,paid
TAX-007788,ASM-007788,PROP-02596,CTY-039,2026,7524,2026-11-01,,outstanding
TAX-007789,ASM-007789,PROP-02597,CTY-039,2024,4113,2024-11-01,2024-10-12,paid
TAX-007790,ASM-007790,PROP-02597,CTY-039,2025,4359,2025-11-01,2025-10-22,paid
TAX-007791,ASM-007791,PROP-02597,CTY-039,2026,4518,2026-11-01,,outstanding
TAX-007792,ASM-007792,PROP-02598,CTY-039,2024,6249,2024-11-01,2024-10-01,paid
TAX-007793,ASM-007793,PROP-02598,CTY-039,2025,6534,2025-11-01,2025-11-01,paid
TAX-007794,ASM-007794,PROP-02598,CTY-039,2026,6997,2026-11-01,,outstanding
TAX-007795,ASM-007795,PROP-02599,CTY-039,2024,5052,2024-11-01,2024-11-01,paid
TAX-007796,ASM-007796,PROP-02599,CTY-039,2025,5378,2025-11-01,2025-10-23,paid
TAX-007797,ASM-007797,PROP-02599,CTY-039,2026,5640,2026-11-01,,outstanding
TAX-007798,ASM-007798,PROP-02600,CTY-039,2024,6287,2024-11-01,2024-10-20,paid
TAX-007799,ASM-007799,PROP-02600,CTY-039,2025,6665,2025-11-01,2025-10-11,paid
TAX-007800,ASM-007800,PROP-02600,CTY-039,2026,6918,2026-11-01,,outstanding
TAX-007801,ASM-007801,PROP-02601,CTY-039,2024,5541,2024-11-01,2024-10-23,paid
TAX-007802,ASM-007802,PROP-02601,CTY-039,2025,5917,2025-11-01,2025-10-06,paid
TAX-007803,ASM-007803,PROP-02601,CTY-039,2026,6154,2026-11-01,,outstanding
TAX-007804,ASM-007804,PROP-02602,CTY-039,2024,5526,2024-11-01,2024-09-28,paid
TAX-007805,ASM-007805,PROP-02602,CTY-039,2025,5881,2025-11-01,2025-10-18,paid
TAX-007806,ASM-007806,PROP-02602,CTY-039,2026,6079,2026-11-01,,outstanding
TAX-007807,ASM-007807,PROP-02603,CTY-039,2024,4219,2024-11-01,2024-10-16,paid
TAX-007808,ASM-007808,PROP-02603,CTY-039,2025,4395,2025-11-01,2025-10-22,paid
TAX-007809,ASM-007809,PROP-02603,CTY-039,2026,4738,2026-11-01,,outstanding
TAX-007810,ASM-007810,PROP-02604,CTY-039,2024,3705,2024-11-01,2024-11-01,paid
TAX-007811,ASM-007811,PROP-02604,CTY-039,2025,3858,2025-11-01,2025-10-11,paid
TAX-007812,ASM-007812,PROP-02604,CTY-039,2026,4116,2026-11-01,,outstanding
TAX-007813,ASM-007813,PROP-02605,CTY-039,2024,5052,2024-11-01,2024-11-01,paid
TAX-007814,ASM-007814,PROP-02605,CTY-039,2025,5357,2025-11-01,2025-10-16,paid
TAX-007815,ASM-007815,PROP-02605,CTY-039,2026,5749,2026-11-01,,outstanding
TAX-007816,ASM-007816,PROP-02606,CTY-039,2024,5984,2024-11-01,2024-10-27,paid
TAX-007817,ASM-007817,PROP-02606,CTY-039,2025,6276,2025-11-01,2025-10-30,paid
TAX-007818,ASM-007818,PROP-02606,CTY-039,2026,6694,2026-11-01,,outstanding
TAX-007819,ASM-007819,PROP-02607,CTY-039,2024,5295,2024-11-01,2024-10-15,paid
TAX-007820,ASM-007820,PROP-02607,CTY-039,2025,5531,2025-11-01,2025-10-14,paid
TAX-007821,ASM-007821,PROP-02607,CTY-039,2026,5789,2026-11-01,,outstanding
TAX-007822,ASM-007822,PROP-02608,CTY-039,2024,5077,2024-11-01,2024-10-29,paid
TAX-007823,ASM-007823,PROP-02608,CTY-039,2025,5370,2025-11-01,2025-09-25,paid
TAX-007824,ASM-007824,PROP-02608,CTY-039,2026,5565,2026-11-01,,outstanding
TAX-007825,ASM-007825,PROP-02609,CTY-039,2024,4407,2024-11-01,2024-09-28,paid
TAX-007826,ASM-007826,PROP-02609,CTY-039,2025,4589,2025-11-01,2025-10-01,paid
TAX-007827,ASM-007827,PROP-02609,CTY-039,2026,4781,2026-11-01,,outstanding
TAX-007828,ASM-007828,PROP-02610,CTY-039,2024,4266,2024-11-01,2024-10-15,paid
TAX-007829,ASM-007829,PROP-02610,CTY-039,2025,4597,2025-11-01,2025-10-16,paid
TAX-007830,ASM-007830,PROP-02610,CTY-039,2026,4865,2026-11-01,,outstanding
TAX-007831,ASM-007831,PROP-02611,CTY-039,2024,4946,2024-11-01,2024-10-24,paid
TAX-007832,ASM-007832,PROP-02611,CTY-039,2025,5200,2025-11-01,2025-10-19,paid
TAX-007833,ASM-007833,PROP-02611,CTY-039,2026,5375,2026-11-01,,outstanding
TAX-007834,ASM-007834,PROP-02612,CTY-039,2024,6167,2024-11-01,2024-10-20,paid
TAX-007835,ASM-007835,PROP-02612,CTY-039,2025,6630,2025-11-01,2025-09-22,paid
TAX-007836,ASM-007836,PROP-02612,CTY-039,2026,7022,2026-11-01,,outstanding
TAX-007837,ASM-007837,PROP-02613,CTY-039,2024,5637,2024-11-01,2024-09-28,paid
TAX-007838,ASM-007838,PROP-02613,CTY-039,2025,5865,2025-11-01,2025-10-02,paid
TAX-007839,ASM-007839,PROP-02613,CTY-039,2026,6272,2026-11-01,,outstanding
TAX-007840,ASM-007840,PROP-02614,CTY-039,2024,4925,2024-11-01,2024-10-02,paid
TAX-007841,ASM-007841,PROP-02614,CTY-039,2025,5226,2025-11-01,2025-10-09,paid
TAX-007842,ASM-007842,PROP-02614,CTY-039,2026,5540,2026-11-01,,outstanding
TAX-007843,ASM-007843,PROP-02615,CTY-039,2024,3314,2024-11-01,2024-10-07,paid
TAX-007844,ASM-007844,PROP-02615,CTY-039,2025,3555,2025-11-01,2025-10-26,paid
TAX-007845,ASM-007845,PROP-02615,CTY-039,2026,3736,2026-11-01,,outstanding
TAX-007846,ASM-007846,PROP-02616,CTY-039,2024,5353,2024-11-01,2024-10-20,paid
TAX-007847,ASM-007847,PROP-02616,CTY-039,2025,5726,2025-11-01,2025-10-21,paid
TAX-007848,ASM-007848,PROP-02616,CTY-039,2026,6177,2026-11-01,,outstanding
TAX-007849,ASM-007849,PROP-02617,CTY-039,2024,4440,2024-11-01,2024-09-29,paid
TAX-007850,ASM-007850,PROP-02617,CTY-039,2025,4771,2025-11-01,2025-10-23,paid
TAX-007851,ASM-007851,PROP-02617,CTY-039,2026,5010,2026-11-01,,outstanding
TAX-007852,ASM-007852,PROP-02618,CTY-039,2024,3882,2024-11-01,2024-09-26,paid
TAX-007853,ASM-007853,PROP-02618,CTY-039,2025,4104,2025-11-01,2025-10-28,paid
TAX-007854,ASM-007854,PROP-02618,CTY-039,2026,4362,2026-11-01,,outstanding
TAX-007855,ASM-007855,PROP-02619,CTY-039,2024,6608,2024-11-01,2024-09-24,paid
TAX-007856,ASM-007856,PROP-02619,CTY-039,2025,7084,2025-11-01,2025-10-12,paid
TAX-007857,ASM-007857,PROP-02619,CTY-039,2026,7595,2026-11-01,,outstanding
TAX-007858,ASM-007858,PROP-02620,CTY-039,2024,3986,2024-11-01,2024-10-25,paid
TAX-007859,ASM-007859,PROP-02620,CTY-039,2025,4141,2025-11-01,2025-10-04,paid
TAX-007860,ASM-007860,PROP-02620,CTY-039,2026,4311,2026-11-01,,outstanding
TAX-007861,ASM-007861,PROP-02621,CTY-039,2024,4174,2024-11-01,2024-10-04,paid
TAX-007862,ASM-007862,PROP-02621,CTY-039,2025,4464,2025-11-01,2025-10-27,paid
TAX-007863,ASM-007863,PROP-02621,CTY-039,2026,4747,2026-11-01,,outstanding
TAX-007864,ASM-007864,PROP-02622,CTY-039,2024,3422,2024-11-01,2024-10-03,paid
