assessmentId,propertyId,countyId,taxYear,assessedValue,priorAssessedValue,changePct,appealStatus,appealSavings
ASM-008070,PROP-02690,CTY-039,2026,553829,521834,0.0613,none,0
ASM-008071,PROP-02691,CTY-039,2024,447770,,0.0,none,0
ASM-008072,PROP-02691,CTY-039,2025,464682,447770,0.0378,none,0
ASM-008073,PROP-02691,CTY-039,2026,488062,464682,0.0503,none,0
ASM-008074,PROP-02692,CTY-039,2024,421557,,0.0,none,0
ASM-008075,PROP-02692,CTY-039,2025,448679,421557,0.0643,none,0
ASM-008076,PROP-02692,CTY-039,2026,481443,448679,0.073,none,0
ASM-008077,PROP-02693,CTY-039,2024,447003,,0.0,none,0
ASM-008078,PROP-02693,CTY-039,2025,464388,447003,0.0389,none,0
ASM-008079,PROP-02693,CTY-039,2026,499522,464388,0.0757,none,0
ASM-008080,PROP-02694,CTY-039,2024,434941,,0.0,none,0
ASM-008081,PROP-02694,CTY-039,2025,467474,434941,0.0748,none,0
ASM-008082,PROP-02694,CTY-039,2026,503178,467474,0.0764,none,0
ASM-008083,PROP-02695,CTY-039,2024,363819,,0.0,none,0
ASM-008084,PROP-02695,CTY-039,2025,376879,363819,0.0359,none,0
ASM-008085,PROP-02695,CTY-039,2026,395096,376879,0.0483,none,0
ASM-008086,PROP-02696,CTY-039,2024,465981,,0.0,none,0
ASM-008087,PROP-02696,CTY-039,2025,491305,465981,0.0543,none,0
ASM-008088,PROP-02696,CTY-039,2026,517493,491305,0.0533,none,0
ASM-008089,PROP-02697,CTY-039,2024,441710,,0.0,none,0
ASM-008090,PROP-02697,CTY-039,2025,462378,441710,0.0468,none,0
ASM-008091,PROP-02697,CTY-039,2026,492908,462378,0.066,none,0
ASM-008092,PROP-02698,CTY-039,2024,299760,,0.0,none,0
ASM-008093,PROP-02698,CTY-039,2025,312819,299760,0.0436,none,0
ASM-008094,PROP-02698,CTY-039,2026,337743,312819,0.0797,none,0
ASM-008095,PROP-02699,CTY-039,2024,397599,,0.0,none,0
ASM-008096,PROP-02699,CTY-039,2025,426636,397599,0.073,none,0
ASM-008097,PROP-02699,CTY-039,2026,461380,426636,0.0814,none,0
ASM-008098,PROP-02700,CTY-039,2024,496913,,0.0,none,0
ASM-008099,PROP-02700,CTY-039,2025,518256,496913,0.043,none,0
ASM-008100,PROP-02700,CTY-039,2026,553616,518256,0.0682,none,0
ASM-008101,PROP-02701,CTY-039,2024,438702,,0.0,none,0
ASM-008102,PROP-02701,CTY-039,2025,466867,438702,0.0642,none,0
ASM-008103,PROP-02701,CTY-039,2026,484955,466867,0.0387,none,0
ASM-008104,PROP-02702,CTY-039,2024,513846,,0.0,none,0
ASM-008105,PROP-02702,CTY-039,2025,545436,513846,0.0615,none,0
ASM-008106,PROP-02702,CTY-039,2026,582445,545436,0.0679,none,0
ASM-008107,PROP-02703,CTY-039,2024,533903,,0.0,none,0
ASM-008108,PROP-02703,CTY-039,2025,565686,533903,0.0595,none,0
ASM-008109,PROP-02703,CTY-039,2026,598061,565686,0.0572,none,0
ASM-008110,PROP-02704,CTY-039,2024,398056,,0.0,none,0
ASM-008111,PROP-02704,CTY-039,2025,417571,398056,0.049,none,0
ASM-008112,PROP-02704,CTY-039,2026,442528,417571,0.0598,none,0
ASM-008113,PROP-02705,CTY-039,2024,415988,,0.0,none,0
ASM-008114,PROP-02705,CTY-039,2025,430951,415988,0.036,none,0
ASM-008115,PROP-02705,CTY-039,2026,449056,430951,0.042,none,0
ASM-008116,PROP-02706,CTY-039,2024,398574,,0.0,none,0
ASM-008117,PROP-02706,CTY-039,2025,424254,398574,0.0644,none,0
ASM-008118,PROP-02706,CTY-039,2026,450909,424254,0.0628,none,0
ASM-008119,PROP-02707,CTY-039,2024,361495,,0.0,none,0
ASM-008120,PROP-02707,CTY-039,2025,388895,361495,0.0758,none,0
ASM-008121,PROP-02707,CTY-039,2026,409167,388895,0.0521,none,0
ASM-008122,PROP-02708,CTY-039,2024,398016,,0.0,none,0
ASM-008123,PROP-02708,CTY-039,2025,428277,398016,0.076,none,0
ASM-008124,PROP-02708,CTY-039,2026,455792,428277,0.0642,none,0
ASM-008125,PROP-02709,CTY-039,2024,356789,,0.0,none,0
ASM-008126,PROP-02709,CTY-039,2025,384048,356789,0.0764,none,0
ASM-008127,PROP-02709,CTY-039,2026,405144,384048,0.0549,none,0
ASM-008128,PROP-02710,CTY-039,2024,476613,,0.0,none,0
ASM-008129,PROP-02710,CTY-039,2025,494627,476613,0.0378,none,0
ASM-008130,PROP-02710,CTY-039,2026,525618,494627,0.0627,none,0
ASM-008131,PROP-02711,CTY-039,2024,381565,,0.0,none,0
ASM-008132,PROP-02711,CTY-039,2025,404075,381565,0.059,none,0
ASM-008133,PROP-02711,CTY-039,2026,434625,404075,0.0756,none,0
ASM-008134,PROP-02712,CTY-039,2024,343704,,0.0,none,0
ASM-008135,PROP-02712,CTY-039,2025,365569,343704,0.0636,none,0
ASM-008136,PROP-02712,CTY-039,2026,388797,365569,0.0635,none,0
ASM-008137,PROP-02713,CTY-039,2024,457405,,0.0,none,0
ASM-008138,PROP-02713,CTY-039,2025,494522,457405,0.0811,none,0
ASM-008139,PROP-02713,CTY-039,2026,513513,494522,0.0384,none,0
ASM-008140,PROP-02714,CTY-039,2024,461658,,0.0,none,0
ASM-008141,PROP-02714,CTY-039,2025,482904,461658,0.046,none,0
ASM-008142,PROP-02714,CTY-039,2026,511615,482904,0.0595,none,0
ASM-008143,PROP-02715,CTY-039,2024,588107,,0.0,none,0
ASM-008144,PROP-02715,CTY-039,2025,627004,588107,0.0661,none,0
ASM-008145,PROP-02715,CTY-039,2026,669472,627004,0.0677,none,0
ASM-008146,PROP-02716,CTY-039,2024,454539,,0.0,none,0
ASM-008147,PROP-02716,CTY-039,2025,475401,454539,0.0459,none,0
ASM-008148,PROP-02716,CTY-039,2026,503436,475401,0.059,none,0
ASM-008149,PROP-02717,CTY-039,2024,472434,,0.0,none,0
ASM-008150,PROP-02717,CTY-039,2025,509689,472434,0.0789,none,0
ASM-008151,PROP-02717,CTY-039,2026,537755,509689,0.0551,none,0
ASM-008152,PROP-02718,CTY-039,2024,371745,,0.0,none,0
ASM-008153,PROP-02718,CTY-039,2025,398908,371745,0.0731,none,0
ASM-008154,PROP-02718,CTY-039,2026,419328,398908,0.0512,none,0
ASM-008155,PROP-02719,CTY-042,2024,395919,,0.0,none,0
ASM-008156,PROP-02719,CTY-042,2025,421598,395919,0.0649,none,0
ASM-008157,PROP-02719,CTY-042,2026,457881,421598,0.0861,none,0
ASM-008158,PROP-02720,CTY-042,2024,486333,,0.0,none,0
ASM-008159,PROP-02720,CTY-042,2025,535592,486333,0.1013,none,0
ASM-008160,PROP-02720,CTY-042,2026,580758,535592,0.0843,none,0
ASM-008161,PROP-02721,CTY-042,2024,535341,,0.0,none,0
ASM-008162,PROP-02721,CTY-042,2025,576843,535341,0.0775,none,0
ASM-008163,PROP-02721,CTY-042,2026,625175,576843,0.0838,none,0
ASM-008164,PROP-02722,CTY-042,2024,470186,,0.0,none,0
ASM-008165,PROP-02722,CTY-042,2025,496655,470186,0.0563,none,0
ASM-008166,PROP-02722,CTY-042,2026,539617,496655,0.0865,none,0
ASM-008167,PROP-02723,CTY-042,2024,382793,,0.0,none,0
ASM-008168,PROP-02723,CTY-042,2025,414550,382793,0.083,none,0
ASM-008169,PROP-02723,CTY-042,2026,435326,414550,0.0501,none,0
ASM-008170,PROP-02724,CTY-042,2024,381247,,0.0,none,0
ASM-008171,PROP-02724,CTY-042,2025,399962,381247,0.0491,none,0
ASM-008172,PROP-02724,CTY-042,2026,420583,399962,0.0516,none,0
ASM-008173,PROP-02725,CTY-042,2024,547993,,0.0,none,0
ASM-008174,PROP-02725,CTY-042,2025,578028,547993,0.0548,none,0
ASM-008175,PROP-02725,CTY-042,2026,622480,578028,0.0769,none,0
ASM-008176,PROP-02726,CTY-042,2024,403993,,0.0,none,0
ASM-008177,PROP-02726,CTY-042,2025,433591,403993,0.0733,none,0
ASM-008178,PROP-02726,CTY-042,2026,464300,433591,0.0708,none,0
ASM-008179,PROP-02727,CTY-042,2024,415611,,0.0,none,0
ASM-008180,PROP-02727,CTY-042,2025,448446,415611,0.079,none,0
ASM-008181,PROP-02727,CTY-042,2026,471915,448446,0.0523,none,0
ASM-008182,PROP-02728,CTY-042,2024,529472,,0.0,none,0
ASM-008183,PROP-02728,CTY-042,2025,560688,529472,0.059,none,0
ASM-008184,PROP-02728,CTY-042,2026,606081,560688,0.081,none,0
ASM-008185,PROP-02729,CTY-042,2024,519503,,0.0,none,0
ASM-008186,PROP-02729,CTY-042,2025,550025,519503,0.0588,none,0
ASM-008187,PROP-02729,CTY-042,2026,595874,550025,0.0834,none,0
ASM-008188,PROP-02730,CTY-042,2024,491578,,0.0,none,0
ASM-008189,PROP-02730,CTY-042,2025,540289,491578,0.0991,lost,0
ASM-008190,PROP-02730,CTY-042,2026,572228,540289,0.0591,none,0
ASM-008191,PROP-02731,CTY-042,2024,434056,,0.0,none,0
ASM-008192,PROP-02731,CTY-042,2025,463999,434056,0.069,none,0
ASM-008193,PROP-02731,CTY-042,2026,507582,463999,0.0939,won,41961
ASM-008194,PROP-02732,CTY-042,2024,518254,,0.0,none,0
ASM-008195,PROP-02732,CTY-042,2025,565481,518254,0.0911,none,0
ASM-008196,PROP-02732,CTY-042,2026,592174,565481,0.0472,none,0
ASM-008197,PROP-02733,CTY-042,2024,493091,,0.0,none,0
ASM-008198,PROP-02733,CTY-042,2025,522905,493091,0.0605,none,0
ASM-008199,PROP-02733,CTY-042,2026,546676,522905,0.0455,none,0
ASM-008200,PROP-02734,CTY-042,2024,543775,,0.0,none,0
ASM-008201,PROP-02734,CTY-042,2025,572324,543775,0.0525,none,0
ASM-008202,PROP-02734,CTY-042,2026,604888,572324,0.0569,none,0
ASM-008203,PROP-02735,CTY-042,2024,519907,,0.0,none,0
ASM-008204,PROP-02735,CTY-042,2025,571207,519907,0.0987,none,0
ASM-008205,PROP-02735,CTY-042,2026,625816,571207,0.0956,none,0
ASM-008206,PROP-02736,CTY-042,2024,504845,,0.0,none,0
ASM-008207,PROP-02736,CTY-042,2025,530803,504845,0.0514,none,0
ASM-008208,PROP-02736,CTY-042,2026,560453,530803,0.0559,none,0
ASM-008209,PROP-02737,CTY-042,2024,409440,,0.0,none,0
ASM-008210,PROP-02737,CTY-042,2025,444206,409440,0.0849,none,0
ASM-008211,PROP-02737,CTY-042,2026,467662,444206,0.0528,none,0
ASM-008212,PROP-02738,CTY-042,2024,441499,,0.0,none,0
ASM-008213,PROP-02738,CTY-042,2025,474998,441499,0.0759,none,0
ASM-008214,PROP-02738,CTY-042,2026,517585,474998,0.0897,none,0
ASM-008215,PROP-02739,CTY-042,2024,499705,,0.0,none,0
ASM-008216,PROP-02739,CTY-042,2025,544673,499705,0.09,none,0
ASM-008217,PROP-02739,CTY-042,2026,581021,544673,0.0667,none,0
ASM-008218,PROP-02740,CTY-042,2024,456134,,0.0,none,0
ASM-008219,PROP-02740,CTY-042,2025,501310,456134,0.099,won,54356
ASM-008220,PROP-02740,CTY-042,2026,530334,501310,0.0579,none,0
ASM-008221,PROP-02741,CTY-042,2024,516440,,0.0,none,0
ASM-008222,PROP-02741,CTY-042,2025,540823,516440,0.0472,none,0
ASM-008223,PROP-02741,CTY-042,2026,577066,540823,0.067,none,0
ASM-008224,PROP-02742,CTY-042,2024,466862,,0.0,none,0
ASM-008225,PROP-02742,CTY-042,2025,511002,466862,0.0945,none,0
ASM-008226,PROP-02742,CTY-042,2026,541888,511002,0.0604,none,0
ASM-008227,PROP-02743,CTY-042,2024,443550,,0.0,none,0
ASM-008228,PROP-02743,CTY-042,2025,482475,443550,0.0878,none,0
ASM-008229,PROP-02743,CTY-042,2026,512505,482475,0.0622,none,0
ASM-008230,PROP-02744,CTY-042,2024,448618,,0.0,none,0
ASM-008231,PROP-02744,CTY-042,2025,475154,448618,0.0592,none,0
ASM-008232,PROP-02744,CTY-042,2026,506062,475154,0.065,none,0
ASM-008233,PROP-02745,CTY-042,2024,500372,,0.0,none,0
ASM-008234,PROP-02745,CTY-042,2025,527131,500372,0.0535,none,0
ASM-008235,PROP-02745,CTY-042,2026,562375,527131,0.0669,none,0
ASM-008236,PROP-02746,CTY-042,2024,442195,,0.0,none,0
ASM-008237,PROP-02746,CTY-042,2025,479072,442195,0.0834,none,0
ASM-008238,PROP-02746,CTY-042,2026,501384,479072,0.0466,none,0
ASM-008239,PROP-02747,CTY-042,2024,410304,,0.0,none,0
ASM-008240,PROP-02747,CTY-042,2025,428864,410304,0.0452,none,0
ASM-008241,PROP-02747,CTY-042,2026,467118,428864,0.0892,none,0
ASM-008242,PROP-02748,CTY-042,2024,432487,,0.0,none,0
ASM-008243,PROP-02748,CTY-042,2025,465464,432487,0.0762,none,0
ASM-008244,PROP-02748,CTY-042,2026,490463,465464,0.0537,none,0
ASM-008245,PROP-02749,CTY-042,2024,550971,,0.0,none,0
ASM-008246,PROP-02749,CTY-042,2025,595405,550971,0.0806,none,0
ASM-008247,PROP-02749,CTY-042,2026,648611,595405,0.0894,none,0
ASM-008248,PROP-02750,CTY-042,2024,500397,,0.0,none,0
ASM-008249,PROP-02750,CTY-042,2025,521368,500397,0.0419,none,0
ASM-008250,PROP-02750,CTY-042,2026,545596,521368,0.0465,none,0
ASM-008251,PROP-02751,CTY-042,2024,492866,,0.0,none,0
ASM-008252,PROP-02751,CTY-042,2025,521878,492866,0.0589,none,0
ASM-008253,PROP-02751,CTY-042,2026,543749,521878,0.0419,none,0
ASM-008254,PROP-02752,CTY-042,2024,457351,,0.0,none,0
ASM-008255,PROP-02752,CTY-042,2025,480326,457351,0.0502,none,0
ASM-008256,PROP-02752,CTY-042,2026,519499,480326,0.0816,none,0
ASM-008257,PROP-02753,CTY-042,2024,422003,,0.0,none,0
ASM-008258,PROP-02753,CTY-042,2025,443309,422003,0.0505,none,0
ASM-008259,PROP-02753,CTY-042,2026,476707,443309,0.0753,none,0
ASM-008260,PROP-02754,CTY-041,2024,330858,,0.0,none,0
ASM-008261,PROP-02754,CTY-041,2025,345084,330858,0.043,none,0
ASM-008262,PROP-02754,CTY-041,2026,377464,345084,0.0938,lost,0
ASM-008263,PROP-02755,CTY-041,2024,455428,,0.0,none,0
ASM-008264,PROP-02755,CTY-041,2025,482296,455428,0.059,none,0
ASM-008265,PROP-02755,CTY-041,2026,519814,482296,0.0778,none,0
ASM-008266,PROP-02756,CTY-041,2024,453539,,0.0,none,0
ASM-008267,PROP-02756,CTY-041,2025,494269,453539,0.0898,none,0
ASM-008268,PROP-02756,CTY-041,2026,542677,494269,0.0979,none,0
ASM-008269,PROP-02757,CTY-041,2024,492397,,0.0,none,0
ASM-008270,PROP-02757,CTY-041,2025,529950,492397,0.0763,none,0
ASM-008271,PROP-02757,CTY-041,2026,579992,529950,0.0944,won,40159
ASM-008272,PROP-02758,CTY-041,2024,363344,,0.0,none,0
ASM-008273,PROP-02758,CTY-041,2025,378362,363344,0.0413,none,0
ASM-008274,PROP-02758,CTY-041,2026,412975,378362,0.0915,won,40789
ASM-008275,PROP-02759,CTY-041,2024,398591,,0.0,none,0
ASM-008276,PROP-02759,CTY-041,2025,428067,398591,0.074,none,0
ASM-008277,PROP-02759,CTY-041,2026,458134,428067,0.0702,none,0
ASM-008278,PROP-02760,CTY-041,2024,387759,,0.0,none,0
ASM-008279,PROP-02760,CTY-041,2025,408459,387759,0.0534,none,0
ASM-008280,PROP-02760,CTY-041,2026,446672,408459,0.0936,filed,0
ASM-008281,PROP-02761,CTY-041,2024,464605,,0.0,none,0
ASM-008282,PROP-02761,CTY-041,2025,495914,464605,0.0674,none,0
ASM-008283,PROP-02761,CTY-041,2026,521422,495914,0.0514,none,0
ASM-008284,PROP-02762,CTY-041,2024,444026,,0.0,none,0
ASM-008285,PROP-02762,CTY-041,2025,475504,444026,0.0709,none,0
ASM-008286,PROP-02762,CTY-041,2026,510285,475504,0.0731,none,0
ASM-008287,PROP-02763,CTY-041,2024,345852,,0.0,none,0
ASM-008288,PROP-02763,CTY-041,2025,375296,345852,0.0851,none,0
ASM-008289,PROP-02763,CTY-041,2026,412192,375296,0.0983,none,0
ASM-008290,PROP-02764,CTY-041,2024,526044,,0.0,none,0
ASM-008291,PROP-02764,CTY-041,2025,549590,526044,0.0448,none,0
ASM-008292,PROP-02764,CTY-041,2026,599185,549590,0.0902,none,0
ASM-008293,PROP-02765,CTY-041,2024,458723,,0.0,none,0
ASM-008294,PROP-02765,CTY-041,2025,484479,458723,0.0561,none,0
ASM-008295,PROP-02765,CTY-041,2026,532905,484479,0.1,none,0
ASM-008296,PROP-02766,CTY-041,2024,380085,,0.0,none,0
ASM-008297,PROP-02766,CTY-041,2025,414466,380085,0.0905,none,0
ASM-008298,PROP-02766,CTY-041,2026,438155,414466,0.0572,none,0
ASM-008299,PROP-02767,CTY-041,2024,439509,,0.0,none,0
ASM-008300,PROP-02767,CTY-041,2025,471364,439509,0.0725,none,0
ASM-008301,PROP-02767,CTY-041,2026,499776,471364,0.0603,none,0
ASM-008302,PROP-02768,CTY-041,2024,401326,,0.0,none,0
ASM-008303,PROP-02768,CTY-041,2025,435820,401326,0.086,none,0
ASM-008304,PROP-02768,CTY-041,2026,466862,435820,0.0712,none,0
ASM-008305,PROP-02769,CTY-041,2024,353921,,0.0,none,0
ASM-008306,PROP-02769,CTY-041,2025,369131,353921,0.043,none,0
ASM-008307,PROP-02769,CTY-041,2026,393464,369131,0.0659,none,0
ASM-008308,PROP-02770,CTY-041,2024,484790,,0.0,none,0
ASM-008309,PROP-02770,CTY-041,2025,524888,484790,0.0827,none,0
ASM-008310,PROP-02770,CTY-041,2026,553872,524888,0.0552,none,0
ASM-008311,PROP-02771,CTY-041,2024,487664,,0.0,none,0
ASM-008312,PROP-02771,CTY-041,2025,521222,487664,0.0688,none,0
ASM-008313,PROP-02771,CTY-041,2026,566524,521222,0.0869,none,0
ASM-008314,PROP-02772,CTY-041,2024,399152,,0.0,none,0
ASM-008315,PROP-02772,CTY-041,2025,437922,399152,0.0971,none,0
ASM-008316,PROP-02772,CTY-041,2026,462277,437922,0.0556,none,0
ASM-008317,PROP-02773,CTY-041,2024,382312,,0.0,none,0
ASM-008318,PROP-02773,CTY-041,2025,398479,382312,0.0423,none,0
ASM-008319,PROP-02773,CTY-041,2026,423347,398479,0.0624,none,0
ASM-008320,PROP-02774,CTY-041,2024,406540,,0.0,none,0
ASM-008321,PROP-02774,CTY-041,2025,429208,406540,0.0558,none,0
ASM-008322,PROP-02774,CTY-041,2026,447047,429208,0.0416,none,0
ASM-008323,PROP-02775,CTY-041,2024,424005,,0.0,none,0
ASM-008324,PROP-02775,CTY-041,2025,453262,424005,0.069,none,0
ASM-008325,PROP-02775,CTY-041,2026,493629,453262,0.0891,none,0
ASM-008326,PROP-02776,CTY-041,2024,428203,,0.0,none,0
ASM-008327,PROP-02776,CTY-041,2025,452393,428203,0.0565,none,0
ASM-008328,PROP-02776,CTY-041,2026,479859,452393,0.0607,none,0
ASM-008329,PROP-02777,CTY-041,2024,369132,,0.0,none,0
ASM-008330,PROP-02777,CTY-041,2025,394834,369132,0.0696,none,0
ASM-008331,PROP-02777,CTY-041,2026,428255,394834,0.0846,none,0
ASM-008332,PROP-02778,CTY-041,2024,481448,,0.0,none,0
ASM-008333,PROP-02778,CTY-041,2025,520899,481448,0.0819,none,0
ASM-008334,PROP-02778,CTY-041,2026,548969,520899,0.0539,none,0
ASM-008335,PROP-02779,CTY-041,2024,529942,,0.0,none,0
ASM-008336,PROP-02779,CTY-041,2025,553472,529942,0.0444,none,0
ASM-008337,PROP-02779,CTY-041,2026,601613,553472,0.087,none,0
ASM-008338,PROP-02780,CTY-041,2024,441281,,0.0,none,0
ASM-008339,PROP-02780,CTY-041,2025,466489,441281,0.0571,none,0
ASM-008340,PROP-02780,CTY-041,2026,487787,466489,0.0457,none,0
ASM-008341,PROP-02781,CTY-041,2024,463618,,0.0,none,0
ASM-008342,PROP-02781,CTY-041,2025,486374,463618,0.0491,none,0
ASM-008343,PROP-02781,CTY-041,2026,525872,486374,0.0812,none,0
ASM-008344,PROP-02782,CTY-041,2024,459835,,0.0,none,0
ASM-008345,PROP-02782,CTY-041,2025,498034,459835,0.0831,none,0
ASM-008346,PROP-02782,CTY-041,2026,542662,498034,0.0896,none,0
ASM-008347,PROP-02783,CTY-041,2024,418567,,0.0,none,0
ASM-008348,PROP-02783,CTY-041,2025,445820,418567,0.0651,none,0
ASM-008349,PROP-02783,CTY-041,2026,482818,445820,0.083,none,0
ASM-008350,PROP-02784,CTY-040,2024,335864,,0.0,none,0
ASM-008351,PROP-02784,CTY-040,2025,364393,335864,0.0849,none,0
ASM-008352,PROP-02784,CTY-040,2026,387107,364393,0.0623,none,0
ASM-008353,PROP-02785,CTY-040,2024,315161,,0.0,none,0
ASM-008354,PROP-02785,CTY-040,2025,337014,315161,0.0693,none,0
ASM-008355,PROP-02785,CTY-040,2026,366987,337014,0.0889,none,0
ASM-008356,PROP-02786,CTY-040,2024,356469,,0.0,none,0
ASM-008357,PROP-02786,CTY-040,2025,388924,356469,0.091,none,0
ASM-008358,PROP-02786,CTY-040,2026,423032,388924,0.0877,none,0
ASM-008359,PROP-02787,CTY-040,2024,373405,,0.0,none,0
ASM-008360,PROP-02787,CTY-040,2025,402551,373405,0.0781,none,0
ASM-008361,PROP-02787,CTY-040,2026,423903,402551,0.053,none,0
ASM-008362,PROP-02788,CTY-040,2024,391860,,0.0,none,0
ASM-008363,PROP-02788,CTY-040,2025,428372,391860,0.0932,none,0
ASM-008364,PROP-02788,CTY-040,2026,455065,428372,0.0623,none,0
ASM-008365,PROP-02789,CTY-040,2024,458226,,0.0,none,0
ASM-008366,PROP-02789,CTY-040,2025,484131,458226,0.0565,none,0
ASM-008367,PROP-02789,CTY-040,2026,517280,484131,0.0685,none,0
ASM-008368,PROP-02790,CTY-040,2024,318192,,0.0,none,0
ASM-008369,PROP-02790,CTY-040,2025,337100,318192,0.0594,none,0
ASM-008370,PROP-02790,CTY-040,2026,353134,337100,0.0476,none,0
ASM-008371,PROP-02791,CTY-040,2024,330006,,0.0,none,0
ASM-008372,PROP-02791,CTY-040,2025,350447,330006,0.0619,none,0
ASM-008373,PROP-02791,CTY-040,2026,383279,350447,0.0937,none,0
ASM-008374,PROP-02792,CTY-040,2024,336724,,0.0,none,0
ASM-008375,PROP-02792,CTY-040,2025,349958,336724,0.0393,none,0
ASM-008376,PROP-02792,CTY-040,2026,364300,349958,0.041,none,0
ASM-008377,PROP-02793,CTY-040,2024,431651,,0.0,none,0
ASM-008378,PROP-02793,CTY-040,2025,461560,431651,0.0693,none,0
ASM-008379,PROP-02793,CTY-040,2026,505063,461560,0.0943,none,0
ASM-008380,PROP-02794,CTY-040,2024,357188,,0.0,none,0
ASM-008381,PROP-02794,CTY-040,2025,381577,357188,0.0683,none,0
ASM-008382,PROP-02794,CTY-040,2026,414829,381577,0.0871,none,0
ASM-008383,PROP-02795,CTY-040,2024,338712,,0.0,none,0
ASM-008384,PROP-02795,CTY-040,2025,356439,338712,0.0523,none,0
ASM-008385,PROP-02795,CTY-040,2026,388424,356439,0.0897,none,0
ASM-008386,PROP-02796,CTY-040,2024,374337,,0.0,none,0
ASM-008387,PROP-02796,CTY-040,2025,403873,374337,0.0789,none,0
ASM-008388,PROP-02796,CTY-040,2026,424538,403873,0.0512,none,0
ASM-008389,PROP-02797,CTY-040,2024,445433,,0.0,none,0
ASM-008390,PROP-02797,CTY-040,2025,485217,445433,0.0893,none,0
ASM-008391,PROP-02797,CTY-040,2026,530879,485217,0.0941,none,0
ASM-008392,PROP-02798,CTY-040,2024,385775,,0.0,none,0
ASM-008393,PROP-02798,CTY-040,2025,406880,385775,0.0547,none,0
ASM-008394,PROP-02798,CTY-040,2026,441112,406880,0.0841,none,0
ASM-008395,PROP-02799,CTY-040,2024,393704,,0.0,none,0
ASM-008396,PROP-02799,CTY-040,2025,413418,393704,0.0501,none,0
ASM-008397,PROP-02799,CTY-040,2026,443182,413418,0.072,none,0
ASM-008398,PROP-02800,CTY-040,2024,345090,,0.0,none,0
ASM-008399,PROP-02800,CTY-040,2025,375576,345090,0.0883,none,0
ASM-008400,PROP-02800,CTY-040,2026,393549,375576,0.0479,none,0
ASM-008401,PROP-02801,CTY-040,2024,365754,,0.0,none,0
ASM-008402,PROP-02801,CTY-040,2025,393438,365754,0.0757,none,0
ASM-008403,PROP-02801,CTY-040,2026,420829,393438,0.0696,none,0
ASM-008404,PROP-02802,CTY-040,2024,387454,,0.0,none,0
ASM-008405,PROP-02802,CTY-040,2025,402635,387454,0.0392,none,0
ASM-008406,PROP-02802,CTY-040,2026,434690,402635,0.0796,none,0
ASM-008407,PROP-02803,CTY-040,2024,398272,,0.0,none,0
ASM-008408,PROP-02803,CTY-040,2025,435620,398272,0.0938,none,0
ASM-008409,PROP-02803,CTY-040,2026,461329,435620,0.059,none,0
ASM-008410,PROP-02804,CTY-040,2024,465983,,0.0,none,0
ASM-008411,PROP-02804,CTY-040,2025,494574,465983,0.0614,none,0
ASM-008412,PROP-02804,CTY-040,2026,538291,494574,0.0884,none,0
ASM-008413,PROP-02805,CTY-040,2024,369054,,0.0,none,0
ASM-008414,PROP-02805,CTY-040,2025,396117,369054,0.0733,none,0
ASM-008415,PROP-02805,CTY-040,2026,425091,396117,0.0731,none,0
ASM-008416,PROP-02806,CTY-040,2024,334492,,0.0,none,0
ASM-008417,PROP-02806,CTY-040,2025,351713,334492,0.0515,none,0
ASM-008418,PROP-02806,CTY-040,2026,373834,351713,0.0629,none,0
ASM-008419,PROP-02807,CTY-040,2024,330321,,0.0,none,0
ASM-008420,PROP-02807,CTY-040,2025,352181,330321,0.0662,none,0
ASM-008421,PROP-02807,CTY-040,2026,379447,352181,0.0774,none,0
ASM-008422,PROP-02808,CTY-040,2024,322608,,0.0,none,0
ASM-008423,PROP-02808,CTY-040,2025,345182,322608,0.07,none,0
ASM-008424,PROP-02808,CTY-040,2026,360954,345182,0.0457,none,0
ASM-008425,PROP-02809,CTY-040,2024,322967,,0.0,none,0
ASM-008426,PROP-02809,CTY-040,2025,344820,322967,0.0677,none,0
ASM-008427,PROP-02809,CTY-040,2026,370468,344820,0.0744,none,0
ASM-008428,PROP-02810,CTY-040,2024,450531,,0.0,none,0
ASM-008429,PROP-02810,CTY-040,2025,486230,450531,0.0792,none,0
ASM-008430,PROP-02810,CTY-040,2026,518507,486230,0.0664,none,0
ASM-008431,PROP-02811,CTY-040,2024,348462,,0.0,none,0
ASM-008432,PROP-02811,CTY-040,2025,376742,348462,0.0812,none,0
ASM-008433,PROP-02811,CTY-040,2026,397935,376742,0.0563,none,0
ASM-008434,PROP-02812,CTY-040,2024,338598,,0.0,none,0
ASM-008435,PROP-02812,CTY-040,2025,357332,338598,0.0553,none,0
ASM-008436,PROP-02812,CTY-040,2026,379004,357332,0.0606,none,0
ASM-008437,PROP-02813,CTY-040,2024,392900,,0.0,none,0
ASM-008438,PROP-02813,CTY-040,2025,410037,392900,0.0436,none,0
ASM-008439,PROP-02813,CTY-040,2026,430472,410037,0.0498,none,0
ASM-008440,PROP-02814,CTY-039,2024,472024,,0.0,none,0
ASM-008441,PROP-02814,CTY-039,2025,509587,472024,0.0796,none,0
ASM-008442,PROP-02814,CTY-039,2026,531837,509587,0.0437,none,0
ASM-008443,PROP-02815,CTY-039,2024,519190,,0.0,none,0
ASM-008444,PROP-02815,CTY-039,2025,553157,519190,0.0654,none,0
ASM-008445,PROP-02815,CTY-039,2026,574381,553157,0.0384,none,0
ASM-008446,PROP-02816,CTY-039,2024,373108,,0.0,none,0
