leaseId,propertyId,residentId,startDate,endDate,termMonths,monthlyRent,deposit,concessionMonths,renewalOfLeaseId,status
LSE-006773,PROP-02452,RES-04572,2023-01-09,2025-01-09,24,2225,2225,0,,expired
LSE-006774,PROP-02452,RES-04573,2025-03-01,2027-03-01,24,2415,2415,0,,active
LSE-006775,PROP-02453,RES-04574,2022-06-09,2024-06-09,24,2300,1150,0,,expired
LSE-006776,PROP-02453,RES-04574,2024-07-09,2025-07-09,12,2475,2475,0,LSE-006775,expired
LSE-006777,PROP-02453,RES-04575,2025-08-12,2026-08-12,12,2620,2620,0,,expired
LSE-006778,PROP-02453,RES-04575,2026-08-19,2027-08-19,12,2730,2730,0,LSE-006777,active
LSE-006779,PROP-02454,RES-04576,2024-03-03,2025-03-03,12,2360,2360,0,,expired
LSE-006780,PROP-02454,RES-04577,2025-03-10,2027-03-10,24,2425,1212,0,,active
LSE-006781,PROP-02455,RES-04578,2022-07-25,2023-07-25,12,2275,2275,0,,expired
LSE-006782,PROP-02455,RES-04578,2023-09-07,2024-09-07,12,2315,2315,0,LSE-006781,expired
LSE-006783,PROP-02455,RES-04579,2024-10-17,2025-10-17,12,2355,2355,0,,expired
LSE-006784,PROP-02455,RES-04580,2025-11-24,2027-11-24,24,2460,1230,1,,active
LSE-006785,PROP-02456,RES-04581,2023-03-10,2025-03-10,24,2300,1150,0,,expired
LSE-006786,PROP-02456,RES-04582,2025-04-21,2027-04-21,24,2460,2460,0,,active
LSE-006787,PROP-02457,RES-04583,2023-07-20,2024-07-20,12,2290,2290,0,,expired
LSE-006788,PROP-02457,RES-04584,2024-08-13,2026-08-13,24,2440,2440,0,,expired
LSE-006789,PROP-02458,RES-04585,2021-11-16,2022-11-16,12,2330,2330,0,,terminated-early
LSE-006790,PROP-02458,RES-04586,2023-01-09,2025-01-09,24,2335,1167,0,,expired
LSE-006791,PROP-02458,RES-04586,2025-03-15,2026-03-15,12,2460,2460,0,LSE-006790,expired
LSE-006792,PROP-02458,RES-04586,2026-05-08,2027-11-08,18,2640,2640,1,LSE-006791,active
LSE-006793,PROP-02459,RES-04587,2024-11-26,2025-11-26,12,2365,2365,0,,expired
LSE-006794,PROP-02459,RES-04587,2026-02-06,2027-02-06,12,2475,2475,0,LSE-006793,active
LSE-006795,PROP-02460,RES-04588,2022-07-13,2023-07-13,12,2340,1170,0,,expired
LSE-006796,PROP-02460,RES-04588,2023-09-15,2024-09-15,12,2420,2420,0,LSE-006795,expired
LSE-006797,PROP-02460,RES-04589,2024-10-09,2026-10-09,24,2360,2360,0,,active
LSE-006798,PROP-02461,RES-04590,2023-03-07,2025-03-07,24,2290,2290,0,,expired
LSE-006799,PROP-02461,RES-04591,2025-05-02,2026-05-02,12,2570,2570,0,,expired
LSE-006800,PROP-02461,RES-04591,2026-06-14,2028-06-14,24,2705,1352,0,LSE-006799,active
LSE-006801,PROP-02462,RES-04592,2023-04-23,2025-04-23,24,2215,2215,0,,expired
LSE-006802,PROP-02462,RES-04592,2025-06-01,2026-12-01,18,2480,2480,0,LSE-006801,active
LSE-006803,PROP-02463,RES-04593,2023-05-25,2024-05-25,12,2235,2235,0,,expired
LSE-006804,PROP-02463,RES-04594,2024-06-07,2025-06-07,12,2475,1237,0,,expired
LSE-006805,PROP-02463,RES-04595,2025-07-17,2026-07-17,12,2460,1230,0,,expired
LSE-006806,PROP-02463,RES-04596,2026-08-24,2028-02-24,18,2615,2615,0,,active
LSE-006807,PROP-02464,RES-04597,2023-05-01,2024-05-01,12,2285,2285,0,,expired
LSE-006808,PROP-02464,RES-04597,2024-07-09,2025-07-09,12,2395,1197,0,LSE-006807,expired
LSE-006809,PROP-02464,RES-04597,2025-08-18,2027-08-18,24,2525,1262,1,LSE-006808,active
LSE-006810,PROP-02465,RES-04598,2023-10-11,2024-10-11,12,2190,2190,0,,expired
LSE-006811,PROP-02465,RES-04599,2024-12-01,2026-12-01,24,2340,2340,0,,active
LSE-006812,PROP-02466,RES-04600,2023-06-23,2025-06-23,24,2265,2265,0,,expired
LSE-006813,PROP-02466,RES-04601,2025-08-05,2026-08-05,12,2490,2490,0,,expired
LSE-006814,PROP-02466,RES-04602,2026-09-19,2027-09-19,12,2675,1337,0,,active
LSE-006815,PROP-02467,RES-04603,2024-12-20,2025-12-20,12,2375,2375,0,,expired
LSE-006816,PROP-02467,RES-04603,2025-12-27,2026-12-27,12,2430,1215,1,LSE-006815,active
LSE-006817,PROP-02468,RES-04604,2021-12-21,2023-12-21,24,2320,1160,0,,expired
LSE-006818,PROP-02468,RES-04604,2024-02-11,2025-02-11,12,2405,2405,0,LSE-006817,expired
LSE-006819,PROP-02468,RES-04605,2025-03-26,2026-03-26,12,2425,2425,0,,expired
LSE-006820,PROP-02468,RES-04606,2026-04-09,2027-04-09,12,2560,2560,0,,active
LSE-006821,PROP-02469,RES-04607,2024-05-06,2026-05-06,24,2410,1205,0,,expired
LSE-006822,PROP-02469,RES-04608,2026-07-05,2027-07-05,12,2575,2575,0,,active
LSE-006823,PROP-02470,RES-04609,2024-03-24,2025-03-24,12,2005,2005,0,,expired
LSE-006824,PROP-02470,RES-04610,2025-04-29,2027-04-29,24,2095,1047,1,,active
LSE-006825,PROP-02471,RES-04611,2023-11-25,2024-11-25,12,1915,1915,0,,expired
LSE-006826,PROP-02471,RES-04611,2025-02-04,2026-02-04,12,1985,1985,0,LSE-006825,terminated-early
LSE-006827,PROP-02471,RES-04612,2026-04-03,2027-04-03,12,2225,1112,0,,active
LSE-006828,PROP-02472,RES-04613,2023-08-24,2025-08-24,24,1930,1930,0,,expired
LSE-006829,PROP-02472,RES-04614,2025-09-19,2027-03-19,18,2080,2080,0,,active
LSE-006830,PROP-02473,RES-04615,2023-05-23,2024-05-23,12,1905,952,0,,expired
LSE-006831,PROP-02473,RES-04616,2024-08-01,2025-08-01,12,2060,2060,0,,expired
LSE-006832,PROP-02473,RES-04616,2025-09-28,2027-09-28,24,2150,1075,0,LSE-006831,active
LSE-006833,PROP-02474,RES-04617,2024-02-18,2026-02-18,24,2000,2000,0,,expired
LSE-006834,PROP-02474,RES-04617,2026-04-17,2027-04-17,12,2025,1012,0,LSE-006833,active
LSE-006835,PROP-02475,RES-04618,2023-05-02,2024-11-02,18,2015,2015,0,,expired
LSE-006836,PROP-02475,RES-04619,2024-12-04,2026-12-04,24,1980,1980,0,,active
LSE-006837,PROP-02476,RES-04620,2022-11-24,2023-11-24,12,1990,1990,0,,expired
LSE-006838,PROP-02476,RES-04620,2024-01-30,2025-07-30,18,2080,1040,0,LSE-006837,expired
LSE-006839,PROP-02476,RES-04620,2025-08-20,2027-08-20,24,2160,2160,1,LSE-006838,active
LSE-006840,PROP-02477,RES-04621,2021-11-24,2022-11-24,12,1910,1910,0,,expired
LSE-006841,PROP-02477,RES-04622,2022-12-21,2023-12-21,12,1955,1955,0,,expired
LSE-006842,PROP-02477,RES-04622,2023-12-31,2024-12-31,12,2025,2025,0,LSE-006841,expired
LSE-006843,PROP-02477,RES-04622,2025-01-21,2026-07-21,18,2070,1035,0,LSE-006842,expired
LSE-006844,PROP-02477,RES-04623,2026-09-07,2027-09-07,12,2150,2150,0,,active
LSE-006845,PROP-02478,RES-04624,2023-01-08,2025-01-08,24,1980,1980,0,,expired
LSE-006846,PROP-02478,RES-04624,2025-03-23,2027-03-23,24,2065,1032,0,LSE-006845,active
LSE-006847,PROP-02479,RES-04625,2024-03-04,2025-03-04,12,1960,980,0,,expired
LSE-006848,PROP-02479,RES-04625,2025-03-16,2026-09-16,18,2050,2050,0,LSE-006847,expired
LSE-006849,PROP-02480,RES-04626,2023-09-03,2025-09-03,24,2005,2005,0,,expired
LSE-006850,PROP-02480,RES-04627,2025-10-01,2027-04-01,18,2060,2060,0,,active
LSE-006851,PROP-02481,RES-04628,2024-02-16,2026-02-16,24,1995,1995,0,,expired
LSE-006852,PROP-02481,RES-04629,2026-03-24,2027-03-24,12,2165,2165,0,,active
LSE-006853,PROP-02482,RES-04630,2023-08-23,2024-08-23,12,1905,1905,0,,expired
LSE-006854,PROP-02482,RES-04630,2024-09-04,2025-09-04,12,2045,2045,0,LSE-006853,expired
LSE-006855,PROP-02482,RES-04631,2025-11-08,2026-11-08,12,2020,2020,0,,active
LSE-006856,PROP-02483,RES-04632,2023-03-07,2025-03-07,24,1975,987,0,,expired
LSE-006857,PROP-02483,RES-04632,2025-05-19,2027-05-19,24,2040,2040,0,LSE-006856,active
LSE-006858,PROP-02484,RES-04633,2022-05-20,2023-05-20,12,1945,972,0,,expired
LSE-006859,PROP-02484,RES-04634,2023-06-22,2025-06-22,24,2010,2010,0,,expired
LSE-006860,PROP-02484,RES-04635,2025-07-05,2027-01-05,18,2175,2175,0,,active
LSE-006861,PROP-02485,RES-04636,2022-11-04,2023-11-04,12,1910,955,0,,expired
LSE-006862,PROP-02485,RES-04636,2023-12-09,2025-12-09,24,1950,1950,0,LSE-006861,expired
LSE-006863,PROP-02485,RES-04637,2025-12-17,2026-12-17,12,1980,1980,0,,active
LSE-006864,PROP-02486,RES-04638,2022-08-24,2023-08-24,12,2010,2010,0,,expired
LSE-006865,PROP-02486,RES-04638,2023-10-23,2025-10-23,24,2035,1017,0,LSE-006864,expired
LSE-006866,PROP-02486,RES-04638,2025-11-15,2027-05-15,18,2115,2115,0,LSE-006865,active
LSE-006867,PROP-02487,RES-04639,2021-10-19,2022-10-19,12,1910,1910,0,,expired
LSE-006868,PROP-02487,RES-04639,2022-12-19,2024-12-19,24,1975,1975,1,LSE-006867,expired
LSE-006869,PROP-02487,RES-04640,2025-02-01,2027-02-01,24,2065,2065,0,,active
LSE-006870,PROP-02488,RES-04641,2024-01-19,2025-01-19,12,2015,2015,0,,expired
LSE-006871,PROP-02488,RES-04642,2025-03-09,2026-03-09,12,2130,2130,0,,expired
LSE-006872,PROP-02488,RES-04642,2026-03-20,2028-03-20,24,2170,2170,0,LSE-006871,active
LSE-006873,PROP-02489,RES-04643,2023-05-15,2025-05-15,24,1950,1950,0,,expired
LSE-006874,PROP-02489,RES-04643,2025-05-28,2026-05-28,12,2120,1060,0,LSE-006873,expired
LSE-006875,PROP-02489,RES-04644,2026-07-21,2028-07-21,24,2170,2170,0,,active
LSE-006876,PROP-02490,RES-04645,2022-08-11,2023-08-11,12,2010,2010,0,,expired
LSE-006877,PROP-02490,RES-04645,2023-09-26,2025-09-26,24,2080,2080,0,LSE-006876,expired
LSE-006878,PROP-02490,RES-04645,2025-10-24,2027-10-24,24,2180,2180,1,LSE-006877,active
LSE-006879,PROP-02491,RES-04646,2022-10-19,2023-10-19,12,1910,955,0,,expired
LSE-006880,PROP-02491,RES-04647,2023-10-30,2025-10-30,24,1885,1885,0,,expired
LSE-006881,PROP-02491,RES-04647,2025-12-01,2027-06-01,18,1955,1955,0,LSE-006880,active
LSE-006882,PROP-02492,RES-04648,2022-06-17,2023-12-17,18,1980,990,0,,expired
LSE-006883,PROP-02492,RES-04649,2024-02-08,2026-02-08,24,1940,970,0,,terminated-early
LSE-006884,PROP-02492,RES-04650,2026-04-03,2027-04-03,12,2195,2195,1,,active
LSE-006885,PROP-02493,RES-04651,2023-09-16,2025-09-16,24,1960,1960,1,,expired
LSE-006886,PROP-02493,RES-04651,2025-10-24,2027-10-24,24,2070,1035,0,LSE-006885,active
LSE-006887,PROP-02494,RES-04652,2022-06-21,2024-06-21,24,1885,1885,0,,expired
LSE-006888,PROP-02494,RES-04652,2024-08-21,2026-08-21,24,1965,982,1,LSE-006887,expired
LSE-006889,PROP-02495,RES-04653,2024-03-03,2025-03-03,12,2065,2065,0,,expired
LSE-006890,PROP-02495,RES-04653,2025-05-01,2026-05-01,12,2155,2155,0,LSE-006889,expired
LSE-006891,PROP-02495,RES-04654,2026-05-25,2027-11-25,18,2220,2220,1,,active
LSE-006892,PROP-02496,RES-04655,2023-07-04,2025-07-04,24,1950,1950,0,,expired
LSE-006893,PROP-02496,RES-04656,2025-07-12,2026-07-12,12,2175,1087,0,,expired
LSE-006894,PROP-02496,RES-04657,2026-08-06,2028-02-06,18,2155,2155,0,,active
LSE-006895,PROP-02497,RES-04658,2023-12-08,2025-12-08,24,1915,1915,0,,expired
LSE-006896,PROP-02497,RES-04658,2025-12-17,2026-12-17,12,1990,1990,0,LSE-006895,active
LSE-006897,PROP-02498,RES-04659,2023-07-24,2025-07-24,24,1920,960,1,,expired
LSE-006898,PROP-02498,RES-04660,2025-09-14,2026-09-14,12,2065,1032,0,,expired
LSE-006899,PROP-02499,RES-04661,2022-07-04,2024-07-04,24,2010,2010,1,,expired
LSE-006900,PROP-02499,RES-04661,2024-08-22,2025-08-22,12,2090,1045,0,LSE-006899,expired
LSE-006901,PROP-02499,RES-04661,2025-10-11,2027-10-11,24,2195,1097,0,LSE-006900,active
LSE-006902,PROP-02500,RES-04662,2023-01-19,2025-01-19,24,1965,1965,0,,expired
LSE-006903,PROP-02500,RES-04662,2025-03-12,2026-03-12,12,2060,2060,0,LSE-006902,expired
LSE-006904,PROP-02500,RES-04663,2026-04-22,2027-10-22,18,2130,2130,0,,active
LSE-006905,PROP-02501,RES-04664,2023-04-23,2024-04-23,12,1905,1905,0,,expired
LSE-006906,PROP-02501,RES-04664,2024-07-04,2026-01-04,18,1980,990,0,LSE-006905,expired
LSE-006907,PROP-02501,RES-04664,2026-01-16,2028-01-16,24,2030,2030,0,LSE-006906,active
LSE-006908,PROP-02502,RES-04665,2023-07-02,2025-07-02,24,1960,980,0,,expired
LSE-006909,PROP-02502,RES-04666,2025-09-01,2027-09-01,24,2170,2170,0,,active
LSE-006910,PROP-02503,RES-04667,2023-03-20,2024-03-20,12,1900,950,0,,expired
LSE-006911,PROP-02503,RES-04667,2024-04-04,2026-04-04,24,1985,992,0,LSE-006910,expired
LSE-006912,PROP-02503,RES-04667,2026-04-15,2027-04-15,12,2065,2065,0,LSE-006911,active
LSE-006913,PROP-02504,RES-04668,2024-04-07,2025-04-07,12,2090,2090,0,,expired
LSE-006914,PROP-02504,RES-04669,2025-04-25,2026-04-25,12,2095,1047,0,,expired
LSE-006915,PROP-02504,RES-04670,2026-05-01,2028-05-01,24,2175,1087,0,,active
LSE-006916,PROP-02505,RES-04671,2022-06-22,2024-06-22,24,2335,1167,0,,expired
LSE-006917,PROP-02505,RES-04672,2024-09-02,2026-09-02,24,2420,2420,0,,expired
LSE-006918,PROP-02506,RES-04673,2023-05-20,2024-05-20,12,2400,2400,0,,expired
LSE-006919,PROP-02506,RES-04673,2024-06-08,2025-06-08,12,2500,1250,0,LSE-006918,expired
LSE-006920,PROP-02506,RES-04673,2025-07-19,2027-01-19,18,2580,2580,0,LSE-006919,active
LSE-006921,PROP-02507,RES-04674,2022-02-20,2023-02-20,12,2290,2290,0,,terminated-early
LSE-006922,PROP-02507,RES-04675,2023-03-29,2024-03-29,12,2230,1115,0,,expired
LSE-006923,PROP-02507,RES-04676,2024-04-04,2026-04-04,24,2355,2355,1,,expired
LSE-006924,PROP-02507,RES-04676,2026-05-30,2027-11-30,18,2505,1252,1,LSE-006923,active
LSE-006925,PROP-02508,RES-04677,2023-06-14,2024-06-14,12,2280,2280,0,,expired
LSE-006926,PROP-02508,RES-04677,2024-08-18,2025-08-18,12,2515,1257,0,LSE-006925,expired
LSE-006927,PROP-02508,RES-04678,2025-09-03,2027-09-03,24,2630,1315,0,,active
LSE-006928,PROP-02509,RES-04679,2022-06-10,2024-06-10,24,2280,2280,0,,expired
LSE-006929,PROP-02509,RES-04680,2024-07-07,2026-01-07,18,2475,1237,0,,terminated-early
LSE-006930,PROP-02509,RES-04681,2026-03-11,2027-03-11,12,2560,1280,0,,active
LSE-006931,PROP-02510,RES-04682,2022-02-06,2023-08-06,18,2325,1162,0,,expired
LSE-006932,PROP-02510,RES-04682,2023-10-12,2024-10-12,12,2435,2435,1,LSE-006931,expired
LSE-006933,PROP-02510,RES-04683,2024-11-18,2026-11-18,24,2345,1172,0,,active
LSE-006934,PROP-02511,RES-04684,2023-06-20,2024-06-20,12,2270,1135,0,,expired
LSE-006935,PROP-02511,RES-04684,2024-07-21,2026-07-21,24,2380,2380,0,LSE-006934,expired
LSE-006936,PROP-02511,RES-04684,2026-08-06,2027-08-06,12,2665,1332,0,LSE-006935,active
LSE-006937,PROP-02512,RES-04685,2024-03-22,2025-03-22,12,2425,1212,0,,expired
LSE-006938,PROP-02512,RES-04686,2025-05-12,2026-05-12,12,2590,1295,0,,expired
LSE-006939,PROP-02512,RES-04686,2026-06-19,2027-06-19,12,2675,2675,0,LSE-006938,active
LSE-006940,PROP-02513,RES-04687,2022-12-04,2024-12-04,24,2325,1162,1,,expired
LSE-006941,PROP-02513,RES-04688,2025-01-28,2027-01-28,24,2395,2395,0,,active
LSE-006942,PROP-02514,RES-04689,2023-12-14,2025-12-14,24,2325,2325,0,,expired
LSE-006943,PROP-02514,RES-04689,2025-12-20,2026-12-20,12,2415,1207,0,LSE-006942,active
LSE-006944,PROP-02515,RES-04690,2023-11-06,2024-11-06,12,2350,2350,0,,expired
LSE-006945,PROP-02515,RES-04691,2025-01-03,2026-01-03,12,2380,1190,0,,expired
LSE-006946,PROP-02515,RES-04691,2026-01-29,2027-01-29,12,2540,2540,0,LSE-006945,active
LSE-006947,PROP-02516,RES-04692,2024-07-09,2025-07-09,12,2445,1222,0,,expired
LSE-006948,PROP-02516,RES-04693,2025-07-31,2027-07-31,24,2635,2635,0,,active
LSE-006949,PROP-02517,RES-04694,2023-09-08,2024-09-08,12,2300,1150,0,,expired
LSE-006950,PROP-02517,RES-04694,2024-11-14,2026-11-14,24,2360,2360,0,LSE-006949,active
LSE-006951,PROP-02518,RES-04695,2023-09-06,2024-09-06,12,2270,2270,0,,expired
LSE-006952,PROP-02518,RES-04696,2024-10-05,2025-10-05,12,2450,2450,0,,expired
LSE-006953,PROP-02518,RES-04697,2025-10-17,2027-10-17,24,2465,1232,0,,active
LSE-006954,PROP-02519,RES-04698,2023-11-06,2024-11-06,12,2275,2275,0,,expired
LSE-006955,PROP-02519,RES-04698,2024-12-14,2025-12-14,12,2360,2360,0,LSE-006954,expired
LSE-006956,PROP-02519,RES-04699,2025-12-27,2026-12-27,12,2470,2470,0,,active
LSE-006957,PROP-02520,RES-04700,2022-02-16,2024-02-16,24,2225,1112,0,,expired
LSE-006958,PROP-02520,RES-04701,2024-04-17,2025-04-17,12,2435,1217,0,,expired
LSE-006959,PROP-02520,RES-04702,2025-06-10,2026-12-10,18,2510,2510,0,,active
LSE-006960,PROP-02521,RES-04703,2023-07-06,2024-07-06,12,2335,1167,0,,expired
LSE-006961,PROP-02521,RES-04704,2024-08-17,2026-08-17,24,2460,2460,0,,expired
LSE-006962,PROP-02522,RES-04705,2021-10-21,2022-10-21,12,2360,1180,0,,expired
LSE-006963,PROP-02522,RES-04705,2022-11-13,2024-11-13,24,2455,1227,0,LSE-006962,expired
LSE-006964,PROP-02522,RES-04705,2024-11-18,2025-11-18,12,2570,2570,1,LSE-006963,expired
LSE-006965,PROP-02522,RES-04705,2026-02-01,2027-02-01,12,2620,2620,0,LSE-006964,active
LSE-006966,PROP-02523,RES-04706,2023-10-02,2025-04-02,18,2280,2280,0,,expired
LSE-006967,PROP-02523,RES-04707,2025-04-30,2026-04-30,12,2565,1282,0,,expired
LSE-006968,PROP-02523,RES-04707,2026-07-06,2027-07-06,12,2660,2660,0,LSE-006967,active
LSE-006969,PROP-02524,RES-04708,2022-06-11,2023-06-11,12,2335,1167,0,,expired
LSE-006970,PROP-02524,RES-04708,2023-07-12,2025-07-12,24,2365,1182,0,LSE-006969,expired
LSE-006971,PROP-02524,RES-04708,2025-09-11,2027-09-11,24,2545,2545,0,LSE-006970,active
LSE-006972,PROP-02525,RES-04709,2022-03-13,2023-03-13,12,2310,2310,0,,expired
LSE-006973,PROP-02525,RES-04710,2023-03-19,2024-03-19,12,2280,2280,0,,expired
LSE-006974,PROP-02525,RES-04710,2024-04-13,2025-04-13,12,2420,2420,0,LSE-006973,expired
LSE-006975,PROP-02525,RES-04711,2025-06-21,2027-06-21,24,2565,1282,0,,active
LSE-006976,PROP-02526,RES-04712,2023-09-08,2025-09-08,24,2275,2275,0,,expired
LSE-006977,PROP-02526,RES-04713,2025-10-12,2026-10-12,12,2560,2560,0,,active
LSE-006978,PROP-02527,RES-04714,2024-03-26,2025-09-26,18,2440,1220,0,,expired
LSE-006979,PROP-02527,RES-04715,2025-11-11,2026-11-11,12,2535,1267,0,,active
LSE-006980,PROP-02528,RES-04716,2021-12-02,2023-12-02,24,2385,1192,0,,expired
LSE-006981,PROP-02528,RES-04716,2024-02-01,2026-02-01,24,2435,2435,0,LSE-006980,expired
LSE-006982,PROP-02528,RES-04717,2026-04-11,2028-04-11,24,2575,2575,0,,active
LSE-006983,PROP-02529,RES-04718,2023-02-04,2024-02-04,12,2360,1180,0,,expired
LSE-006984,PROP-02529,RES-04719,2024-03-31,2025-03-31,12,2360,2360,0,,expired
LSE-006985,PROP-02529,RES-04720,2025-05-09,2027-05-09,24,2610,1305,0,,active
LSE-006986,PROP-02530,RES-04721,2024-02-04,2025-02-04,12,2360,2360,0,,expired
LSE-006987,PROP-02530,RES-04721,2025-02-16,2026-08-16,18,2465,2465,0,LSE-006986,expired
LSE-006988,PROP-02530,RES-04721,2026-09-14,2027-09-14,12,2610,2610,0,LSE-006987,active
LSE-006989,PROP-02531,RES-04722,2024-04-21,2025-04-21,12,2430,2430,0,,expired
LSE-006990,PROP-02531,RES-04723,2025-06-03,2026-12-03,18,2575,1287,1,,active
LSE-006991,PROP-02532,RES-04724,2024-05-31,2025-11-30,18,2485,2485,0,,expired
LSE-006992,PROP-02532,RES-04724,2026-01-01,2027-01-01,12,2605,2605,0,LSE-006991,active
LSE-006993,PROP-02533,RES-04725,2023-05-11,2024-05-11,12,2295,1147,0,,expired
LSE-006994,PROP-02533,RES-04726,2024-06-18,2025-06-18,12,2615,1307,1,,expired
LSE-006995,PROP-02533,RES-04726,2025-07-26,2027-01-26,18,2700,2700,0,LSE-006994,active
LSE-006996,PROP-02534,RES-04727,2022-09-15,2024-09-15,24,2285,2285,1,,expired
LSE-006997,PROP-02534,RES-04727,2024-11-27,2026-11-27,24,2325,2325,0,LSE-006996,active
LSE-006998,PROP-02535,RES-04728,2023-05-10,2025-05-10,24,2305,1152,0,,expired
LSE-006999,PROP-02535,RES-04729,2025-06-20,2027-06-20,24,2510,2510,0,,active
LSE-007000,PROP-02536,RES-04730,2023-07-23,2025-07-23,24,2410,1205,0,,expired
LSE-007001,PROP-02536,RES-04731,2025-08-23,2027-08-23,24,2670,2670,0,,active
LSE-007002,PROP-02537,RES-04732,2024-03-10,2026-03-10,24,2395,2395,0,,expired
LSE-007003,PROP-02537,RES-04733,2026-03-21,2028-03-21,24,2575,2575,0,,active
LSE-007004,PROP-02538,RES-04734,2022-03-04,2024-03-04,24,3115,3115,1,,expired
LSE-007005,PROP-02538,RES-04735,2024-03-26,2026-03-26,24,3230,3230,0,,expired
LSE-007006,PROP-02538,RES-04736,2026-05-06,2027-05-06,12,3385,3385,1,,active
LSE-007007,PROP-02539,RES-04737,2023-06-15,2024-06-15,12,3080,3080,0,,expired
LSE-007008,PROP-02539,RES-04737,2024-06-28,2026-06-28,24,3345,1672,0,LSE-007007,expired
LSE-007009,PROP-02539,RES-04737,2026-09-07,2027-09-07,12,3380,3380,0,LSE-007008,active
LSE-007010,PROP-02540,RES-04738,2023-04-15,2025-04-15,24,3235,3235,0,,expired
LSE-007011,PROP-02540,RES-04739,2025-06-01,2026-06-01,12,3420,3420,0,,expired
LSE-007012,PROP-02540,RES-04740,2026-06-28,2028-06-28,24,3565,1782,0,,active
LSE-007013,PROP-02541,RES-04741,2023-10-07,2025-10-07,24,3090,3090,0,,expired
LSE-007014,PROP-02541,RES-04741,2025-11-19,2027-11-19,24,3155,3155,0,LSE-007013,active
LSE-007015,PROP-02542,RES-04742,2023-08-19,2024-08-19,12,3120,3120,0,,expired
LSE-007016,PROP-02542,RES-04742,2024-10-30,2026-04-30,18,3215,1607,0,LSE-007015,expired
LSE-007017,PROP-02542,RES-04743,2026-06-23,2027-06-23,12,3635,3635,0,,active
LSE-007018,PROP-02543,RES-04744,2023-06-21,2024-06-21,12,3145,3145,0,,expired
LSE-007019,PROP-02543,RES-04744,2024-07-21,2026-07-21,24,3265,1632,0,LSE-007018,expired
LSE-007020,PROP-02543,RES-04745,2026-07-27,2028-01-27,18,3440,1720,0,,active
LSE-007021,PROP-02544,RES-04746,2021-11-12,2023-11-12,24,3130,3130,0,,expired
LSE-007022,PROP-02544,RES-04747,2023-11-19,2024-11-19,12,3135,3135,0,,expired
LSE-007023,PROP-02544,RES-04748,2024-12-17,2026-12-17,24,3185,3185,0,,active
LSE-007024,PROP-02545,RES-04749,2024-01-31,2025-01-31,12,3095,1547,0,,expired
LSE-007025,PROP-02545,RES-04750,2025-03-03,2026-03-03,12,3395,3395,0,,expired
LSE-007026,PROP-02545,RES-04750,2026-04-07,2028-04-07,24,3510,1755,0,LSE-007025,active
LSE-007027,PROP-02546,RES-04751,2023-04-28,2024-04-28,12,3140,1570,1,,expired
LSE-007028,PROP-02546,RES-04752,2024-06-18,2025-06-18,12,3315,1657,0,,expired
LSE-007029,PROP-02546,RES-04753,2025-07-06,2027-01-06,18,3335,3335,0,,active
LSE-007030,PROP-02547,RES-04754,2023-02-28,2025-02-28,24,3230,3230,1,,expired
LSE-007031,PROP-02547,RES-04755,2025-05-02,2026-05-02,12,3400,3400,0,,expired
LSE-007032,PROP-02547,RES-04756,2026-06-05,2027-06-05,12,3455,3455,0,,active
LSE-007033,PROP-02548,RES-04757,2021-10-02,2023-10-02,24,3175,3175,0,,expired
LSE-007034,PROP-02548,RES-04758,2023-11-20,2024-11-20,12,3085,1542,1,,expired
LSE-007035,PROP-02548,RES-04758,2025-01-14,2027-01-14,24,3130,3130,0,LSE-007034,active
LSE-007036,PROP-02549,RES-04759,2023-04-28,2024-10-28,18,3110,3110,0,,expired
LSE-007037,PROP-02549,RES-04759,2024-11-17,2026-05-17,18,3160,3160,0,LSE-007036,expired
LSE-007038,PROP-02549,RES-04760,2026-06-05,2027-06-05,12,3475,3475,0,,active
LSE-007039,PROP-02550,RES-04761,2022-06-16,2024-06-16,24,3235,1617,0,,expired
LSE-007040,PROP-02550,RES-04762,2024-07-31,2026-01-31,18,3335,3335,1,,expired
LSE-007041,PROP-02550,RES-04763,2026-03-27,2028-03-27,24,3440,3440,0,,active
LSE-007042,PROP-02551,RES-04764,2023-01-26,2024-01-26,12,3230,3230,0,,expired
LSE-007043,PROP-02551,RES-04765,2024-02-05,2025-02-05,12,3230,3230,0,,expired
LSE-007044,PROP-02551,RES-04766,2025-04-15,2026-04-15,12,3475,1737,0,,expired
LSE-007045,PROP-02551,RES-04766,2026-06-22,2028-06-22,24,3545,1772,0,LSE-007044,active
LSE-007046,PROP-02552,RES-04767,2023-11-15,2024-11-15,12,3115,3115,0,,expired
LSE-007047,PROP-02552,RES-04767,2024-11-20,2025-11-20,12,3145,3145,0,LSE-007046,expired
LSE-007048,PROP-02552,RES-04767,2025-12-01,2027-12-01,24,3230,3230,0,LSE-007047,active
LSE-007049,PROP-02553,RES-04768,2023-07-07,2024-07-07,12,3180,1590,0,,expired
LSE-007050,PROP-02553,RES-04769,2024-09-07,2026-09-07,24,3305,3305,0,,expired
LSE-007051,PROP-02554,RES-04770,2023-03-18,2025-03-18,24,3165,3165,0,,expired
LSE-007052,PROP-02554,RES-04771,2025-05-13,2026-05-13,12,3480,1740,0,,expired
LSE-007053,PROP-02554,RES-04771,2026-07-19,2028-07-19,24,3630,3630,0,LSE-007052,active
LSE-007054,PROP-02555,RES-04772,2022-02-27,2023-08-27,18,3085,3085,0,,terminated-early
