workOrderId,propertyId,category,responsibility,chargedToResident,contributingNeglect,priority,isEmergency,openedDate,closedDate,cost,vendorId,residentReported
WO-025625,PROP-02901,Pool maintenance,resident,True,False,routine,False,2026-07-25,2026-07-28,590,VEN-0088,False
WO-025626,PROP-02901,Plumbing - leak,landlord,False,False,routine,False,2024-08-11,2024-08-19,983,VEN-0091,True
WO-025627,PROP-02901,Air filter,resident,True,False,routine,False,2025-08-31,2025-09-05,35,VEN-0088,True
WO-025628,PROP-02902,Appliance,landlord,False,False,urgent,False,2025-12-02,2025-12-03,307,VEN-0088,True
WO-025629,PROP-02902,Roof,landlord,False,False,urgent,False,2026-03-23,2026-03-23,2792,VEN-0092,True
WO-025630,PROP-02902,Lawn maintenance,resident,True,False,routine,False,2026-04-10,2026-04-11,178,VEN-0090,True
WO-025631,PROP-02902,Lawn maintenance,resident,True,False,routine,False,2024-02-27,2024-02-28,294,VEN-0090,True
WO-025632,PROP-02902,Air filter,resident,True,False,routine,False,2025-04-06,2025-04-08,31,VEN-0088,True
WO-025633,PROP-02902,HVAC - not cooling,landlord,False,False,routine,False,2024-08-30,2024-09-07,2013,VEN-0089,True
WO-025634,PROP-02902,HVAC - not heating,landlord,False,False,urgent,False,2025-02-11,2025-02-12,1251,VEN-0089,False
WO-025635,PROP-02902,HVAC - not cooling,landlord,False,True,urgent,False,2026-05-02,2026-05-10,1060,VEN-0089,True
WO-025636,PROP-02902,Sprinkler,resident,True,False,routine,False,2024-10-31,2024-11-04,271,VEN-0090,False
WO-025637,PROP-02902,Plumbing - leak,landlord,False,False,routine,False,2025-04-20,2025-04-26,521,VEN-0091,True
WO-025638,PROP-02903,Plumbing - minor clog,resident,True,False,urgent,False,2025-08-28,2025-09-04,177,VEN-0091,True
WO-025639,PROP-02903,HVAC - not heating,landlord,False,False,routine,False,2025-02-26,2025-03-03,2064,VEN-0089,True
WO-025640,PROP-02903,Pool maintenance,resident,True,False,routine,False,2024-05-19,2024-05-23,420,VEN-0088,True
WO-025641,PROP-02903,HVAC - not cooling,landlord,False,False,routine,False,2024-06-17,2024-06-25,1281,VEN-0089,False
WO-025642,PROP-02903,Plumbing - leak,landlord,False,False,emergency,True,2026-02-09,2026-02-10,1511,VEN-0091,False
WO-025643,PROP-02903,Plumbing - water heater,landlord,False,False,routine,False,2025-07-30,2025-08-08,1285,VEN-0091,True
WO-025644,PROP-02903,HVAC - not cooling,landlord,False,False,urgent,False,2025-05-31,2025-06-06,2495,VEN-0089,True
WO-025645,PROP-02903,Appliance,landlord,False,False,urgent,False,2023-12-24,2023-12-26,994,VEN-0088,True
WO-025646,PROP-02903,Pest control,resident,True,False,routine,False,2025-02-18,2025-02-19,162,VEN-0088,True
WO-025647,PROP-02903,HVAC - not heating,landlord,False,False,urgent,False,2026-05-26,2026-06-03,1013,VEN-0089,True
WO-025648,PROP-02903,Turn,landlord,False,False,routine,False,2024-08-06,2024-08-10,4343,VEN-0088,True
WO-025649,PROP-02904,Plumbing - leak,landlord,False,False,routine,False,2026-02-12,2026-02-18,1474,VEN-0091,True
WO-025650,PROP-02904,Roof,landlord,False,False,routine,False,2025-11-05,2025-11-05,1365,VEN-0092,False
WO-025651,PROP-02904,Plumbing - hardware,landlord,False,False,urgent,False,2026-08-29,2026-09-05,593,VEN-0091,False
WO-025652,PROP-02904,Garage door,landlord,False,False,emergency,True,2024-03-02,2024-03-03,705,VEN-0088,True
WO-025653,PROP-02904,Turn,landlord,False,False,emergency,True,2026-03-21,2026-03-22,1850,VEN-0088,False
WO-025654,PROP-02904,Plumbing - minor clog,resident,True,False,routine,False,2024-03-10,2024-03-18,116,VEN-0091,False
WO-025655,PROP-02904,Plumbing - leak,landlord,False,False,routine,False,2024-09-12,2024-09-20,561,VEN-0091,False
WO-025656,PROP-02904,Plumbing - leak,landlord,False,False,routine,False,2025-11-27,2025-12-01,1041,VEN-0091,False
WO-025657,PROP-02904,Fence,landlord,False,False,urgent,False,2024-11-03,2024-11-07,1062,VEN-0088,True
WO-025658,PROP-02905,HVAC - not heating,landlord,False,False,routine,False,2023-11-05,2023-11-10,1127,VEN-0089,True
WO-025659,PROP-02905,HVAC - not cooling,landlord,False,False,routine,False,2025-08-25,2025-08-29,1730,VEN-0089,True
WO-025660,PROP-02905,Garage door,landlord,False,False,routine,False,2025-12-08,2025-12-08,828,VEN-0088,False
WO-025661,PROP-02905,Pool maintenance,resident,True,False,routine,False,2026-05-15,2026-05-19,485,VEN-0088,False
WO-025662,PROP-02905,Fence,landlord,False,False,routine,False,2025-04-27,2025-05-03,2302,VEN-0088,False
WO-025663,PROP-02905,Appliance,landlord,False,False,routine,False,2026-01-29,2026-01-31,1016,VEN-0088,False
WO-025664,PROP-02905,HVAC - not cooling,landlord,False,False,urgent,False,2026-07-31,2026-08-05,1120,VEN-0089,True
WO-025665,PROP-02906,Plumbing - leak,landlord,False,False,routine,False,2025-03-24,2025-03-31,1344,VEN-0091,False
WO-025666,PROP-02906,Roof,landlord,False,False,urgent,False,2024-02-22,2024-02-25,2425,VEN-0092,True
WO-025667,PROP-02906,Sprinkler,resident,True,False,urgent,False,2026-06-26,2026-06-29,274,VEN-0090,True
WO-025668,PROP-02906,Plumbing - hardware,landlord,False,False,urgent,False,2023-10-28,2023-11-06,696,VEN-0091,True
WO-025669,PROP-02906,HVAC - not cooling,landlord,False,False,urgent,False,2026-06-27,2026-07-02,776,VEN-0089,True
WO-025670,PROP-02906,Garage door,landlord,False,False,routine,False,2024-01-14,2024-01-14,1051,VEN-0088,True
WO-025671,PROP-02906,Pest control,resident,True,False,routine,False,2025-07-17,2025-07-19,331,VEN-0088,True
WO-025672,PROP-02906,Plumbing - hardware,landlord,False,False,emergency,True,2024-11-19,2024-11-19,530,VEN-0091,True
WO-025673,PROP-02906,Lawn maintenance,resident,True,False,routine,False,2023-10-07,2023-10-09,282,VEN-0090,True
WO-025674,PROP-02906,Appliance - garbage disposal,landlord,False,False,routine,False,2024-03-18,2024-03-19,504,VEN-0088,True
WO-025675,PROP-02906,Appliance,landlord,False,False,routine,False,2025-09-10,2025-09-16,506,VEN-0088,False
WO-025676,PROP-02907,Sprinkler,resident,True,False,urgent,False,2026-09-13,2026-09-13,371,VEN-0090,False
WO-025677,PROP-02907,Fence,landlord,False,False,routine,False,2026-08-18,2026-08-19,2521,VEN-0088,True
WO-025678,PROP-02907,Sprinkler,resident,True,False,routine,False,2024-06-06,2024-06-08,308,VEN-0090,True
WO-025679,PROP-02907,Appliance - garbage disposal,landlord,False,False,routine,False,2025-02-12,2025-02-16,272,VEN-0088,False
WO-025680,PROP-02907,Turn,landlord,False,False,urgent,False,2025-01-02,2025-01-02,3795,VEN-0088,True
WO-025681,PROP-02907,Plumbing - leak,landlord,False,False,routine,False,2026-08-26,2026-09-03,1008,VEN-0091,True
WO-025682,PROP-02908,HVAC - not cooling,landlord,False,False,urgent,False,2024-04-15,2024-04-22,2290,VEN-0089,True
WO-025683,PROP-02908,Roof,landlord,False,False,routine,False,2025-10-29,2025-11-02,2301,VEN-0092,True
WO-025684,PROP-02908,Lawn maintenance,resident,True,False,urgent,False,2025-06-10,2025-06-12,207,VEN-0090,True
WO-025685,PROP-02908,Fence,landlord,False,False,urgent,False,2024-01-06,2024-01-10,1905,VEN-0088,True
WO-025686,PROP-02908,Air filter,resident,True,False,routine,False,2024-04-08,2024-04-14,27,VEN-0088,True
WO-025687,PROP-02908,Appliance - garbage disposal,landlord,False,False,routine,False,2026-06-23,2026-06-27,148,VEN-0088,True
WO-025688,PROP-02908,Pool maintenance,resident,True,False,routine,False,2026-05-16,2026-05-19,377,VEN-0088,True
WO-025689,PROP-02908,Appliance,landlord,False,False,routine,False,2024-02-29,2024-03-02,727,VEN-0088,True
WO-025690,PROP-02908,Plumbing - hardware,landlord,False,False,routine,False,2026-04-16,2026-04-23,601,VEN-0091,False
WO-025691,PROP-02908,Roof,landlord,False,False,routine,False,2025-01-20,2025-01-22,3122,VEN-0092,True
WO-025692,PROP-02909,Lawn maintenance,resident,True,False,routine,False,2024-04-05,2024-04-07,189,VEN-0090,False
WO-025693,PROP-02909,HVAC - not cooling,landlord,False,False,emergency,True,2026-09-09,2026-09-09,905,VEN-0089,False
WO-025694,PROP-02909,Pool maintenance,resident,True,False,routine,False,2023-11-13,2023-11-18,416,VEN-0088,False
WO-025695,PROP-02909,Air filter,resident,True,False,routine,False,2025-12-08,2025-12-13,28,VEN-0088,False
WO-025696,PROP-02909,HVAC - not cooling,landlord,False,False,urgent,False,2025-01-05,2025-01-14,2970,VEN-0089,True
WO-025697,PROP-02909,HVAC - not cooling,landlord,False,False,routine,False,2024-02-29,2024-03-07,2406,VEN-0089,True
WO-025698,PROP-02909,Appliance - garbage disposal,landlord,False,False,routine,False,2023-12-26,2024-01-01,463,VEN-0088,False
WO-025699,PROP-02909,Appliance,landlord,False,False,routine,False,2024-07-05,2024-07-05,656,VEN-0088,True
WO-025700,PROP-02909,Lawn maintenance,resident,True,False,routine,False,2024-10-14,2024-10-15,195,VEN-0090,True
WO-025701,PROP-02909,Fence,landlord,False,False,routine,False,2024-08-29,2024-09-03,1107,VEN-0088,True
WO-025702,PROP-02909,Electrical,landlord,False,False,routine,False,2025-10-07,2025-10-15,1260,VEN-0087,False
WO-025703,PROP-02910,Lawn maintenance,resident,True,False,urgent,False,2025-05-10,2025-05-10,180,VEN-0090,True
WO-025704,PROP-02910,Plumbing - leak,landlord,False,False,urgent,False,2025-04-30,2025-05-07,1273,VEN-0091,False
WO-025705,PROP-02910,Plumbing - leak,landlord,False,False,routine,False,2025-07-04,2025-07-13,1231,VEN-0091,True
WO-025706,PROP-02910,HVAC - not cooling,landlord,False,True,urgent,False,2024-08-26,2024-08-29,716,VEN-0089,False
WO-025707,PROP-02910,Pool maintenance,resident,True,False,routine,False,2024-04-10,2024-04-12,371,VEN-0088,True
WO-025708,PROP-02910,HVAC - not cooling,landlord,False,False,routine,False,2026-07-20,2026-07-29,1666,VEN-0089,True
WO-025709,PROP-02910,Pool maintenance,resident,True,False,routine,False,2025-07-14,2025-07-19,408,VEN-0088,True
WO-025710,PROP-02910,Electrical,landlord,False,False,routine,False,2025-10-20,2025-10-29,983,VEN-0087,True
WO-025711,PROP-02910,Pool maintenance,resident,True,False,routine,False,2024-04-04,2024-04-08,382,VEN-0088,False
WO-025712,PROP-02910,Turn,landlord,False,False,routine,False,2024-08-03,2024-08-05,2126,VEN-0088,True
WO-025713,PROP-02910,Turn,landlord,False,False,urgent,False,2026-08-11,2026-08-17,4368,VEN-0088,False
WO-025714,PROP-02910,Pool maintenance,resident,True,False,routine,False,2025-05-21,2025-05-26,280,VEN-0088,False
WO-025715,PROP-02911,Garage door,landlord,False,False,routine,False,2025-05-09,2025-05-13,571,VEN-0088,True
WO-025716,PROP-02911,HVAC - not cooling,landlord,False,False,urgent,False,2025-10-22,2025-10-26,1583,VEN-0089,True
WO-025717,PROP-02911,HVAC - not cooling,landlord,False,False,routine,False,2026-09-13,2026-09-15,1738,VEN-0089,True
WO-025718,PROP-02911,Pool maintenance,resident,True,False,routine,False,2025-01-21,2025-01-26,236,VEN-0088,True
WO-025719,PROP-02911,Pest control,resident,True,False,urgent,False,2024-12-16,2024-12-18,242,VEN-0088,True
WO-025720,PROP-02912,Air filter,resident,True,False,routine,False,2024-11-21,2024-11-23,35,VEN-0088,False
WO-025721,PROP-02912,Sprinkler,resident,True,False,routine,False,2024-04-18,2024-04-19,249,VEN-0090,False
WO-025722,PROP-02912,Garage door,landlord,False,False,routine,False,2025-04-07,2025-04-09,1458,VEN-0088,False
WO-025723,PROP-02912,Plumbing - leak,landlord,False,False,routine,False,2025-06-20,2025-06-27,1018,VEN-0091,True
WO-025724,PROP-02912,Electrical,landlord,False,False,routine,False,2023-10-21,2023-10-30,1321,VEN-0087,True
WO-025725,PROP-02912,Appliance,landlord,False,False,routine,False,2024-11-16,2024-11-22,477,VEN-0088,True
WO-025726,PROP-02912,Plumbing - minor clog,resident,True,False,routine,False,2024-12-16,2024-12-24,126,VEN-0091,True
WO-025727,PROP-02912,Plumbing - hardware,landlord,False,False,emergency,True,2026-09-03,2026-09-03,194,VEN-0091,True
WO-025728,PROP-02913,Pool maintenance,resident,True,False,urgent,False,2026-09-02,2026-09-04,280,VEN-0088,True
WO-025729,PROP-02913,Appliance,landlord,False,False,routine,False,2024-05-04,2024-05-07,935,VEN-0088,True
WO-025730,PROP-02913,Plumbing - water heater,landlord,False,False,routine,False,2024-12-15,2024-12-24,1647,VEN-0091,True
WO-025731,PROP-02913,HVAC - not heating,landlord,False,False,urgent,False,2024-02-14,2024-02-23,525,VEN-0089,False
WO-025732,PROP-02913,Lawn maintenance,resident,True,False,routine,False,2023-12-23,2023-12-26,352,VEN-0090,False
WO-025733,PROP-02913,Pool maintenance,resident,True,False,routine,False,2025-04-30,2025-05-04,487,VEN-0088,True
WO-025734,PROP-02913,Fence,landlord,False,False,routine,False,2023-11-18,2023-11-20,1092,VEN-0088,True
WO-025735,PROP-02914,Appliance,landlord,False,False,urgent,False,2025-05-06,2025-05-07,1006,VEN-0088,True
WO-025736,PROP-02914,HVAC - not cooling,landlord,False,False,routine,False,2024-05-17,2024-05-23,1715,VEN-0089,False
WO-025737,PROP-02914,Plumbing - leak,landlord,False,False,routine,False,2026-05-15,2026-05-18,1020,VEN-0091,True
WO-025738,PROP-02914,Appliance - garbage disposal,landlord,False,False,routine,False,2025-04-21,2025-04-22,312,VEN-0088,False
WO-025739,PROP-02914,Plumbing - water heater,landlord,False,False,urgent,False,2025-09-27,2025-10-03,1791,VEN-0091,True
WO-025740,PROP-02915,Electrical,landlord,False,False,routine,False,2026-03-24,2026-04-01,402,VEN-0087,True
WO-025741,PROP-02915,Turn,landlord,False,False,urgent,False,2023-12-05,2023-12-10,3697,VEN-0088,False
WO-025742,PROP-02915,Plumbing - leak,landlord,False,False,urgent,False,2024-11-04,2024-11-08,621,VEN-0091,True
WO-025743,PROP-02915,Fence,landlord,False,False,routine,False,2025-06-17,2025-06-19,2773,VEN-0088,True
WO-025744,PROP-02915,Fence,landlord,False,False,routine,False,2024-11-10,2024-11-10,965,VEN-0088,True
WO-025745,PROP-02916,Sprinkler,resident,True,False,routine,False,2023-10-19,2023-10-19,280,VEN-0090,False
WO-025746,PROP-02916,Lawn maintenance,resident,True,False,routine,False,2025-01-28,2025-02-01,212,VEN-0090,False
WO-025747,PROP-02916,Roof,landlord,False,False,urgent,False,2025-02-04,2025-02-05,4132,VEN-0092,False
WO-025748,PROP-02916,Plumbing - water heater,landlord,False,False,routine,False,2024-09-29,2024-10-06,1396,VEN-0091,True
WO-025749,PROP-02916,Plumbing - hardware,landlord,False,False,routine,False,2024-06-12,2024-06-16,620,VEN-0091,False
WO-025750,PROP-02916,HVAC - not cooling,landlord,False,False,urgent,False,2023-11-07,2023-11-10,2263,VEN-0089,True
WO-025751,PROP-02916,Garage door,landlord,False,False,urgent,False,2026-06-21,2026-06-24,575,VEN-0088,True
WO-025752,PROP-02916,Appliance - garbage disposal,landlord,False,False,urgent,False,2024-01-01,2024-01-03,286,VEN-0088,True
WO-025753,PROP-02916,Garage door,landlord,False,False,routine,False,2026-09-27,,1181,VEN-0088,True
WO-025754,PROP-02916,Plumbing - major clog,landlord,False,False,emergency,True,2024-04-16,2024-04-16,694,VEN-0091,True
WO-025755,PROP-02916,HVAC - not cooling,landlord,False,False,routine,False,2026-06-02,2026-06-11,2491,VEN-0089,True
WO-025756,PROP-02916,Plumbing - leak,landlord,False,False,routine,False,2024-01-09,2024-01-15,2242,VEN-0091,True
WO-025757,PROP-02916,Garage door,landlord,False,False,urgent,False,2023-10-09,2023-10-14,1276,VEN-0088,True
WO-025758,PROP-02917,HVAC - not cooling,landlord,False,False,routine,False,2026-05-19,2026-05-22,2960,VEN-0089,True
WO-025759,PROP-02917,HVAC - not cooling,landlord,False,False,routine,False,2024-08-28,2024-09-02,932,VEN-0089,False
WO-025760,PROP-02917,Lawn maintenance,resident,True,False,urgent,False,2025-03-23,2025-03-28,153,VEN-0090,False
WO-025761,PROP-02917,Roof,landlord,False,False,routine,False,2025-09-06,2025-09-06,2354,VEN-0092,False
WO-025762,PROP-02917,Appliance - garbage disposal,landlord,False,False,routine,False,2026-02-09,2026-02-12,243,VEN-0088,True
WO-025763,PROP-02917,Plumbing - leak,landlord,False,False,urgent,False,2025-04-17,2025-04-27,569,VEN-0091,False
WO-025764,PROP-02917,HVAC - not heating,landlord,False,False,routine,False,2024-11-24,2024-12-02,702,VEN-0089,True
WO-025765,PROP-02918,HVAC - not heating,landlord,False,True,emergency,True,2025-10-21,2025-10-21,897,VEN-0089,True
WO-025766,PROP-02918,Lawn maintenance,resident,True,False,routine,False,2026-03-08,2026-03-10,214,VEN-0090,True
WO-025767,PROP-02918,Roof,landlord,False,False,urgent,False,2024-08-14,2024-08-15,4223,VEN-0092,True
WO-025768,PROP-02918,Lawn maintenance,resident,True,False,routine,False,2026-08-13,2026-08-13,258,VEN-0090,False
WO-025769,PROP-02918,Appliance,landlord,False,False,routine,False,2024-05-11,2024-05-17,466,VEN-0088,True
WO-025770,PROP-02918,Appliance,landlord,False,False,urgent,False,2026-03-15,2026-03-16,942,VEN-0088,False
WO-025771,PROP-02918,Electrical,landlord,False,False,routine,False,2025-09-23,2025-09-29,1244,VEN-0087,False
WO-025772,PROP-02919,HVAC - not cooling,landlord,False,False,routine,False,2026-05-27,2026-06-02,809,VEN-0089,True
WO-025773,PROP-02919,Electrical,landlord,False,False,urgent,False,2026-07-17,2026-07-22,430,VEN-0087,True
WO-025774,PROP-02919,Plumbing - leak,landlord,False,False,routine,False,2025-01-10,2025-01-17,977,VEN-0091,True
WO-025775,PROP-02919,Sprinkler,resident,True,False,routine,False,2025-06-16,2025-06-18,144,VEN-0090,False
WO-025776,PROP-02919,Air filter,resident,True,False,routine,False,2024-09-23,2024-09-30,26,VEN-0088,True
WO-025777,PROP-02919,Electrical,landlord,False,False,routine,False,2025-10-16,2025-10-25,478,VEN-0087,True
WO-025778,PROP-02919,Roof,landlord,False,False,emergency,True,2024-11-14,2024-11-14,2171,VEN-0092,False
WO-025779,PROP-02919,Roof,landlord,False,False,urgent,False,2023-11-22,2023-11-22,3164,VEN-0092,True
WO-025780,PROP-02919,Lawn maintenance,resident,True,False,routine,False,2024-08-15,2024-08-16,232,VEN-0090,False
WO-025781,PROP-02919,Fence,landlord,False,False,routine,False,2025-09-06,2025-09-09,1220,VEN-0088,True
WO-025782,PROP-02919,Plumbing - leak,landlord,False,False,routine,False,2025-10-18,2025-10-26,1051,VEN-0091,False
WO-025783,PROP-02919,Electrical,landlord,False,False,routine,False,2026-02-21,2026-03-02,845,VEN-0087,False
WO-025784,PROP-02919,Pest control,resident,True,False,urgent,False,2024-08-18,2024-08-24,255,VEN-0088,False
WO-025785,PROP-02920,Plumbing - leak,landlord,False,False,routine,False,2026-08-22,2026-09-02,643,VEN-0091,True
WO-025786,PROP-02920,Lawn maintenance,resident,True,False,routine,False,2023-11-17,2023-11-19,151,VEN-0090,True
WO-025787,PROP-02920,HVAC - not cooling,landlord,False,False,urgent,False,2026-07-18,2026-07-24,2254,VEN-0089,True
WO-025788,PROP-02920,Plumbing - leak,landlord,False,False,routine,False,2024-10-24,2024-11-02,1812,VEN-0091,True
WO-025789,PROP-02920,Fence,landlord,False,False,urgent,False,2025-12-29,2026-01-03,1579,VEN-0088,False
WO-025790,PROP-02920,Air filter,resident,True,False,routine,False,2024-05-01,2024-05-03,28,VEN-0088,False
WO-025791,PROP-02920,Air filter,resident,True,False,routine,False,2024-11-10,2024-11-15,19,VEN-0088,True
WO-025792,PROP-02920,HVAC - not cooling,landlord,False,True,urgent,False,2026-04-03,2026-04-05,1149,VEN-0089,False
WO-025793,PROP-02920,HVAC - not heating,landlord,False,False,routine,False,2025-11-04,2025-11-11,2768,VEN-0089,True
WO-025794,PROP-02920,Plumbing - major clog,landlord,False,False,emergency,True,2025-07-30,2025-07-30,249,VEN-0091,True
WO-025795,PROP-02921,Plumbing - major clog,landlord,False,False,urgent,False,2024-01-29,2024-02-03,684,VEN-0091,True
WO-025796,PROP-02921,HVAC - not heating,landlord,False,False,emergency,True,2026-01-04,2026-01-04,1682,VEN-0089,True
WO-025797,PROP-02921,Plumbing - minor clog,resident,True,False,routine,False,2024-07-29,2024-08-03,286,VEN-0091,True
WO-025798,PROP-02921,HVAC - not cooling,landlord,False,True,routine,False,2026-07-23,2026-07-29,2286,VEN-0089,False
WO-025799,PROP-02921,Electrical,landlord,False,False,routine,False,2023-11-29,2023-12-07,1482,VEN-0087,False
WO-025800,PROP-02921,Roof,landlord,False,False,routine,False,2026-01-05,2026-01-05,6192,VEN-0092,True
WO-025801,PROP-02921,Turn,landlord,False,False,routine,False,2025-08-03,2025-08-06,3318,VEN-0088,True
WO-025802,PROP-02921,Appliance,landlord,False,False,urgent,False,2026-07-12,2026-07-18,590,VEN-0088,False
WO-025803,PROP-02922,Fence,landlord,False,False,routine,False,2024-07-03,2024-07-07,808,VEN-0088,True
WO-025804,PROP-02922,Garage door,landlord,False,False,routine,False,2026-03-28,2026-03-30,778,VEN-0088,True
WO-025805,PROP-02922,Fence,landlord,False,False,urgent,False,2026-04-15,2026-04-18,2467,VEN-0088,True
WO-025806,PROP-02922,Sprinkler,resident,True,False,emergency,True,2026-01-30,2026-01-30,388,VEN-0090,False
WO-025807,PROP-02922,Sprinkler,resident,True,False,routine,False,2026-05-26,2026-05-26,199,VEN-0090,False
WO-025808,PROP-02922,Turn,landlord,False,False,routine,False,2026-05-03,2026-05-05,2608,VEN-0088,False
WO-025809,PROP-02922,Roof,landlord,False,False,routine,False,2026-06-04,2026-06-05,3644,VEN-0092,False
WO-025810,PROP-02922,Lawn maintenance,resident,True,False,routine,False,2024-01-10,2024-01-10,187,VEN-0090,True
WO-025811,PROP-02922,Appliance - garbage disposal,landlord,False,False,routine,False,2024-01-18,2024-01-22,469,VEN-0088,True
WO-025812,PROP-02922,Pool maintenance,resident,True,False,routine,False,2025-07-17,2025-07-21,241,VEN-0088,False
WO-025813,PROP-02922,Pool maintenance,resident,True,False,routine,False,2026-05-29,2026-06-02,389,VEN-0088,False
WO-025814,PROP-02922,Electrical,landlord,False,False,routine,False,2024-06-14,2024-06-23,707,VEN-0087,True
WO-025815,PROP-02922,HVAC - not heating,landlord,False,False,routine,False,2023-11-05,2023-11-12,2343,VEN-0089,True
WO-025816,PROP-02922,HVAC - not cooling,landlord,False,False,urgent,False,2025-06-23,2025-06-28,803,VEN-0089,True
WO-025817,PROP-02923,Lawn maintenance,resident,True,False,routine,False,2025-03-20,2025-03-23,214,VEN-0090,False
WO-025818,PROP-02923,HVAC - not cooling,landlord,False,False,routine,False,2026-01-31,2026-02-07,2352,VEN-0089,False
WO-025819,PROP-02923,Turn,landlord,False,False,routine,False,2025-08-13,2025-08-14,1790,VEN-0088,False
WO-025820,PROP-02923,Roof,landlord,False,False,urgent,False,2024-05-19,2024-05-20,2776,VEN-0092,True
WO-025821,PROP-02923,Turn,landlord,False,False,routine,False,2026-03-31,2026-04-02,5347,VEN-0088,True
WO-025822,PROP-02923,Electrical,landlord,False,False,urgent,False,2025-07-08,2025-07-17,467,VEN-0087,True
WO-025823,PROP-02923,Pool maintenance,resident,True,False,routine,False,2024-07-05,2024-07-10,372,VEN-0088,True
WO-025824,PROP-02923,Appliance,landlord,False,False,routine,False,2024-01-10,2024-01-15,490,VEN-0088,True
WO-025825,PROP-02924,Sprinkler,resident,True,False,routine,False,2025-04-13,2025-04-13,304,VEN-0090,True
WO-025826,PROP-02924,Plumbing - water heater,landlord,False,False,emergency,True,2023-11-29,2023-11-29,1062,VEN-0091,False
WO-025827,PROP-02924,Garage door,landlord,False,False,routine,False,2025-09-16,2025-09-19,1267,VEN-0088,True
WO-025828,PROP-02924,Sprinkler,resident,True,False,routine,False,2025-09-30,2025-09-30,490,VEN-0090,True
WO-025829,PROP-02924,HVAC - not cooling,landlord,False,False,emergency,True,2026-03-03,2026-03-03,2910,VEN-0089,False
WO-025830,PROP-02925,Plumbing - hardware,landlord,False,False,emergency,True,2024-08-21,2024-08-21,440,VEN-0091,True
WO-025831,PROP-02925,Turn,landlord,False,False,routine,False,2024-06-19,2024-06-22,2817,VEN-0088,True
WO-025832,PROP-02925,Roof,landlord,False,False,urgent,False,2025-07-13,2025-07-14,3898,VEN-0092,True
WO-025833,PROP-02925,Turn,landlord,False,False,urgent,False,2025-05-30,2025-06-04,2480,VEN-0088,False
WO-025834,PROP-02925,Pool maintenance,resident,True,False,urgent,False,2026-08-08,2026-08-13,656,VEN-0088,True
WO-025835,PROP-02925,HVAC - not heating,landlord,False,False,urgent,False,2025-08-21,2025-08-29,884,VEN-0089,False
WO-025836,PROP-02925,Pest control,resident,True,False,routine,False,2024-06-09,2024-06-14,295,VEN-0088,False
WO-025837,PROP-02925,HVAC - not heating,landlord,False,False,urgent,False,2025-12-29,2026-01-03,995,VEN-0089,True
WO-025838,PROP-02925,HVAC - not heating,landlord,False,False,urgent,False,2026-04-12,2026-04-17,1747,VEN-0089,False
WO-025839,PROP-02925,Pest control,resident,True,False,routine,False,2025-05-10,2025-05-14,309,VEN-0088,True
WO-025840,PROP-02925,Plumbing - minor clog,resident,True,False,routine,False,2025-09-20,2025-09-28,232,VEN-0091,True
WO-025841,PROP-02925,Plumbing - major clog,landlord,False,False,routine,False,2026-02-15,2026-02-21,366,VEN-0091,True
WO-025842,PROP-02925,Plumbing - leak,landlord,False,False,routine,False,2024-02-24,2024-03-01,258,VEN-0091,False
WO-025843,PROP-02925,Fence,landlord,False,False,urgent,False,2026-04-30,2026-05-03,2516,VEN-0088,True
WO-025844,PROP-02926,HVAC - not cooling,landlord,False,False,routine,False,2024-09-01,2024-09-09,1722,VEN-0089,True
WO-025845,PROP-02926,Turn,landlord,False,False,routine,False,2026-02-03,2026-02-05,2417,VEN-0088,True
WO-025846,PROP-02926,Plumbing - hardware,landlord,False,False,urgent,False,2023-12-03,2023-12-10,305,VEN-0091,False
WO-025847,PROP-02926,Sprinkler,resident,True,False,urgent,False,2025-07-06,2025-07-07,410,VEN-0090,True
WO-025848,PROP-02926,Plumbing - leak,landlord,False,False,routine,False,2024-01-08,2024-01-13,795,VEN-0091,True
WO-025849,PROP-02926,Lawn maintenance,resident,True,False,routine,False,2025-05-18,2025-05-22,283,VEN-0090,True
WO-025850,PROP-02926,HVAC - not cooling,landlord,False,False,urgent,False,2025-01-14,2025-01-21,2203,VEN-0089,False
WO-025851,PROP-02926,Lawn maintenance,resident,True,False,urgent,False,2025-05-02,2025-05-04,207,VEN-0090,True
WO-025852,PROP-02926,Sprinkler,resident,True,False,routine,False,2025-05-05,2025-05-05,484,VEN-0090,False
WO-025853,PROP-02926,Pest control,resident,True,False,urgent,False,2026-09-28,,237,VEN-0088,True
WO-025854,PROP-02926,Appliance,landlord,False,False,routine,False,2023-12-09,2023-12-13,583,VEN-0088,True
WO-025855,PROP-02926,HVAC - not cooling,landlord,False,True,urgent,False,2024-12-19,2024-12-27,1836,VEN-0089,False
WO-025856,PROP-02926,HVAC - not cooling,landlord,False,False,routine,False,2026-02-20,2026-02-26,1338,VEN-0089,True
WO-025857,PROP-02927,Plumbing - leak,landlord,False,False,urgent,False,2023-12-29,2024-01-02,2143,VEN-0091,True
WO-025858,PROP-02927,HVAC - not cooling,landlord,False,False,routine,False,2026-07-09,2026-07-14,1170,VEN-0089,True
WO-025859,PROP-02927,HVAC - not cooling,landlord,False,False,routine,False,2026-03-03,2026-03-06,1234,VEN-0089,True
WO-025860,PROP-02927,Turn,landlord,False,False,routine,False,2026-08-19,2026-08-22,2350,VEN-0088,True
